rooms,area_m2,price,floor,total_floor,is_new_building,place
2,77,1100,7,17,1,28 May m.
2,50,750,5,5,0,İçəri Şəhər m.
4,160,1900,5,16,1,Nizami m.
2,90,1400,10,17,1,Nəsimi r.
3,145,1200,8,22,1,Nəsimi r.
2,60,700,10,12,1,Memar Əcəmi m.
2,65,700,19,20,1,20 Yanvar m.
2,62,750,2,9,0,Şah İsmayıl Xətai m.
4,180,1400,8,18,1,Nəsimi r.
2,63,999,3,21,1,Nərimanov r.
2,40,550,3,5,0,Şah İsmayıl Xətai m.
3,130,750,9,19,1,Həzi Aslanov m.
2,70,1200,18,20,1,Şah İsmayıl Xətai m.
3,122,900,16,21,1,20 Yanvar m.
3,90,950,4,9,0,Nərimanov r.
3,125,1200,3,17,1,Nərimanov r.
3,120,1200,5,14,1,Nizami m.
2,80,1800,14,18,1,Şah İsmayıl Xətai m.
3,70,850,3,5,0,Nəriman Nərimanov m.
2,62,650,1,5,0,Yasamal r.
2,60,1000,9,27,1,Nərimanov r.
3,75,860,5,16,1,20 Yanvar m.
2,100,2000,5,18,1,Nizami m.
3,100,2600,5,7,0,Ağ şəhər q.
2,50,1200,6,17,1,Nizami m.
2,62,850,5,20,1,Nəsimi r.
2,60,550,4,5,0,Neftçilər m.
3,110,850,16,16,1,Elmlər Akademiyası m.
3,160,1200,13,17,1,Nəsimi r.
3,130,1200,15,19,1,Şah İsmayıl Xətai m.
2,70,1000,8,16,1,Nərimanov r.
3,100,800,4,9,0,İnşaatçılar m.
3,72,1000,3,5,0,28 May m.
3,125,850,16,21,1,20 Yanvar m.
3,91,1500,4,19,1,Elmlər Akademiyası m.
3,80,600,5,6,0,Yeni Günəşli q.
3,122,900,16,21,1,İnşaatçılar m.
3,130,1200,7,8,0,Nəsimi r.
2,50,750,10,20,1,20 Yanvar m.
3,115,1000,14,16,1,Elmlər Akademiyası m.
3,140,999,12,18,1,28 May m.
3,110,800,9,18,1,Şah İsmayıl Xətai m.
3,140,750,10,14,1,Xətai r.
3,100,900,10,18,1,Şah İsmayıl Xətai m.
2,70,1000,9,18,1,Şah İsmayıl Xətai m.
2,75,2000,11,20,1,Şah İsmayıl Xətai m.
3,130,1200,2,14,1,Nərimanov r.
3,70,1500,16,17,1,28 May m.
4,90,800,3,9,0,Azadlıq Prospekti m.
1,46,400,4,11,1,Zabrat q.
3,85,800,6,9,0,Gənclik m.
3,155,2900,5,6,0,Ağ şəhər q.
2,42,650,1,1,0,İçəri Şəhər m.
3,99,1050,2,18,1,Nəriman Nərimanov m.
2,65,1000,3,20,1,Nəsimi r.
2,70,1000,10,16,1,Gənclik m.
3,100,750,5,6,0,Qara Qarayev m.
4,100,1100,2,2,0,Sahil m.
2,60,1550,13,16,1,Nizami m.
3,50,480,3,5,0,Binəqədi r.
3,122,900,16,21,1,İnşaatçılar m.
2,80,800,2,9,0,Nizami m.
3,110,850,13,13,1,Xətai r.
2,70,650,3,5,0,Gənclik m.
3,60,600,3,17,1,Əhmədli m.
2,68,600,1,10,1,Nərimanov r.
3,150,999,4,20,1,Nəsimi r.
2,70,900,12,16,1,Gənclik m.
4,215,4300,9,19,1,Elmlər Akademiyası m.
2,102,800,16,16,1,Qara Qarayev m.
2,85,650,5,16,1,Neftçilər m.
3,130,1400,5,6,0,Ağ şəhər q.
4,180,2500,4,7,0,Ağ şəhər q.
2,50,650,2,2,0,Elmlər Akademiyası m.
3,172,1999,7,8,0,Ağ şəhər q.
2,97,1500,14,21,1,Şah İsmayıl Xətai m.
3,100,1000,4,21,1,Şah İsmayıl Xətai m.
2,72,1000,10,20,1,Nəsimi r.
3,100,800,4,16,1,8 Noyabr m.
3,100,1400,8,16,1,28 May m.
3,120,2100,5,7,0,Ağ şəhər q.
2,63,600,5,18,1,Suraxanı r.
4,140,1100,1,4,0,Şah İsmayıl Xətai m.
3,100,850,4,9,0,Elmlər Akademiyası m.
2,50,500,5,5,0,7
3,100,1300,8,16,1,Şah İsmayıl Xətai m.
2,55,750,5,5,0,Elmlər Akademiyası m.
2,70,850,12,20,1,Şah İsmayıl Xətai m.
3,150,2000,4,10,1,Sahil m.
2,60,1000,10,27,1,8 Noyabr m.
2,70,1000,10,27,1,8 Noyabr m.
3,120,1200,23,27,1,8 Noyabr m.
2,70,1000,5,18,1,Nəsimi r.
3,85,800,3,5,0,Elmlər Akademiyası m.
3,95,1100,10,16,1,Şah İsmayıl Xətai m.
4,110,1100,2,17,1,Həzi Aslanov m.
1,40,300,7,7,0,Xırdalan
3,120,1200,10,14,1,Nərimanov r.
2,65,800,4,10,1,20 Yanvar m.
2,44,430,4,16,1,Yeni Günəşli q.
2,60,400,3,14,1,Xırdalan
2,60,950,14,16,1,Ağ şəhər q.
2,96,2000,7,14,1,İçəri Şəhər m.
4,90,800,3,9,0,Azadlıq Prospekti m.
3,115,2999,4,8,0,Şah İsmayıl Xətai m.
2,55,800,13,19,1,Şah İsmayıl Xətai m.
4,230,1500,4,22,1,28 May m.
2,88,700,10,17,1,Həzi Aslanov m.
2,106,750,8,16,1,Şah İsmayıl Xətai m.
3,200,1700,15,17,1,28 May m.
2,80,800,8,8,0,Nizami m.
1,52,500,2,5,0,Binəqədi r.
3,140,1200,3,17,1,Nəsimi r.
4,220,5000,9,16,1,Elmlər Akademiyası m.
2,55,850,3,17,1,Yasamal r.
2,100,1000,7,17,1,Gənclik m.
2,60,700,4,15,1,Yasamal r.
3,100,850,4,9,0,Elmlər Akademiyası m.
3,145,1200,6,17,1,Yasamal r.
2,50,1200,11,17,1,28 May m.
2,50,600,10,20,1,Həzi Aslanov q.
4,110,1400,3,3,0,Sahil m.
4,225,1500,7,14,1,28 May m.
3,110,1000,13,18,1,Nizami m.
3,52,600,1,12,1,Həzi Aslanov q.
5,200,1500,3,6,0,28 May m.
3,100,850,4,9,0,Elmlər Akademiyası m.
2,75,1000,2,19,1,İnşaatçılar m.
2,70,720,15,20,1,20 Yanvar m.
3,147,1200,2,14,1,Nəsimi r.
3,75,750,5,9,0,Səbail r.
3,115,750,5,6,0,Qara Qarayev m.
2,55,700,11,16,1,İnşaatçılar m.
3,115,1000,11,17,1,Nizami m.
3,70,520,6,9,0,Suraxanı r.
3,110,630,10,16,1,Əhmədli m.
2,70,800,3,17,1,Elmlər Akademiyası m.
3,111,999,13,21,1,Nizami m.
3,65,700,5,5,0,Neftçilər m.
3,105,600,4,12,1,Həzi Aslanov m.
3,160,1500,15,20,1,28 May m.
2,75,800,4,17,1,İçəri Şəhər m.
2,60,900,3,7,0,Nardaran q.
3,125,1300,7,19,1,Nəsimi r.
4,200,2200,2,18,1,Şah İsmayıl Xətai m.
2,40,600,1,4,0,Sahil m.
3,65,650,5,5,0,Elmlər Akademiyası m.
3,120,1500,7,17,1,Nəriman Nərimanov m.
3,145,1600,10,27,1,8 Noyabr m.
2,105,1350,10,27,1,8 Noyabr m.
3,150,2300,14,18,1,Badamdar q.
2,60,800,10,17,1,Xətai r.
3,110,850,4,9,0,İnşaatçılar m.
3,150,1500,9,16,1,Sahil m.
2,65,750,10,16,1,Dərnəgül m.
3,70,750,5,6,0,Qara Qarayev m.
2,70,1000,9,16,1,Nərimanov r.
2,100,550,2,12,1,Xırdalan
2,65,950,18,27,1,8 Noyabr m.
2,80,1400,6,17,1,Şah İsmayıl Xətai m.
2,75,1000,7,15,1,Nəsimi r.
2,96,750,14,18,1,9
4,86,650,8,10,1,Xalqlar Dostluğu m.
2,60,700,14,17,1,20 Yanvar m.
2,65,700,6,15,1,Qara Qarayev m.
2,55,800,11,18,1,Elmlər Akademiyası m.
3,80,850,5,17,1,20 Yanvar m.
3,50,940,6,16,1,Nəriman Nərimanov m.
3,70,600,5,9,0,Əhmədli m.
3,85,600,17,18,1,Nəsimi m.
3,118,800,14,17,1,Azadlıq Prospekti m.
2,80,1200,15,22,1,Nizami m.
2,100,800,12,18,1,Qara Qarayev m.
2,40,500,5,5,0,Qara Qarayev m.
3,95,1500,14,21,1,Şah İsmayıl Xətai m.
2,60,700,2,4,0,Yasamal r.
4,80,900,2,5,0,28 May m.
2,52,400,11,11,1,Zığ q.
3,140,1200,3,16,1,Nəriman Nərimanov m.
2,55,550,3,5,0,Neftçilər m.
3,148,1900,12,27,1,8 Noyabr m.
3,75,920,5,16,1,20 Yanvar m.
2,65,470,4,16,1,Xırdalan
3,120,3000,8,33,1,Səbail r.
2,75,1700,5,20,1,Ağ şəhər q.
3,130,1850,4,7,0,Xətai r.
3,65,699,5,5,0,Neftçilər m.
2,66,1100,13,22,1,Şah İsmayıl Xətai m.
3,110,850,16,17,1,Elmlər Akademiyası m.
3,140,1350,5,14,1,Nəsimi r.
2,60,700,15,20,1,20 Yanvar m.
2,90,1300,2,16,1,28 May m.
2,65,700,11,15,1,İnşaatçılar m.
2,48,650,6,17,1,Yeni Yasamal q.
2,56,599,2,5,0,Xalqlar Dostluğu m.
3,145,2000,5,21,1,Nəriman Nərimanov m.
2,50,590,1,4,0,Sahil m.
2,51,720,11,16,1,İnşaatçılar m.
2,55,600,13,17,1,Azadlıq Prospekti m.
3,140,1050,6,10,1,8 Noyabr m.
2,82,800,8,16,1,Nərimanov r.
2,95,800,15,20,1,Nərimanov r.
2,75,570,2,3,0,28 May m.
2,80,1400,6,17,1,Şah İsmayıl Xətai m.
3,76,560,3,5,0,Bakıxanov q.
3,71,500,11,14,1,Sumqayıt
3,120,1700,5,9,0,İçəri Şəhər m.
1,60,525,6,17,1,Qara Qarayev m.
2,60,700,15,20,1,20 Yanvar m.
2,70,1000,13,17,1,Nərimanov r.
2,55,700,11,16,1,İnşaatçılar m.
2,60,500,9,20,1,Əhmədli q.
3,109,2500,4,7,0,Ağ şəhər q.
2,100,650,10,16,1,Bakıxanov q.
2,52,720,11,16,1,İnşaatçılar m.
1,70,800,14,18,1,Nəsimi r.
3,160,1500,15,20,1,28 May m.
3,115,1300,7,16,1,Bayıl q.
3,123,3500,3,6,0,Ağ şəhər q.
2,87,1000,13,18,1,Elmlər Akademiyası m.
2,50,600,2,5,0,Xalqlar Dostluğu m.
3,95,1190,10,16,1,Şah İsmayıl Xətai m.
2,40,500,15,15,1,20 Yanvar m.
3,100,1299,5,6,0,28 May m.
3,148,1600,10,24,1,8 Noyabr m.
3,143,1800,8,18,1,Elmlər Akademiyası m.
5,155,1800,3,5,0,28 May m.
2,60,1100,4,18,1,8 Noyabr m.
3,120,850,16,16,1,Elmlər Akademiyası m.
3,115,1200,14,17,1,20 Yanvar m.
3,170,1550,8,17,1,28 May m.
3,130,999,2,16,1,Nəsimi r.
3,110,850,16,16,1,İnşaatçılar m.
2,65,700,5,5,0,Elmlər Akademiyası m.
2,70,800,15,21,1,Bakıxanov q.
2,82,750,6,17,1,Həzi Aslanov m.
3,65,550,3,9,0,Əhmədli m.
3,145,1300,3,16,1,Şah İsmayıl Xətai m.
2,85,1000,8,16,1,8 Noyabr m.
2,60,900,6,20,1,Xətai r.
1,50,600,5,17,1,Azadlıq Prospekti m.
3,180,1700,12,18,1,Gənclik m.
3,78,950,5,20,1,20 Yanvar m.
3,145,1600,9,27,1,8 Noyabr m.
2,51,720,11,16,1,İnşaatçılar m.
2,75,950,11,27,1,8 Noyabr m.
2,45,400,4,6,0,Masazır q.
2,80,1400,6,17,1,Şah İsmayıl Xətai m.
5,160,1100,18,21,1,8 Noyabr m.
2,85,670,5,16,1,Neftçilər m.
2,45,350,3,5,0,Masazır q.
2,64,590,18,19,1,20 Yanvar m.
3,135,850,3,17,1,Neftçilər m.
4,80,800,2,5,0,Nəsimi r.
2,82,1399,6,18,1,Şah İsmayıl Xətai m.
2,58,500,12,16,1,Yeni Günəşli q.
2,100,700,15,18,1,Memar Əcəmi m.
2,80,849,9,18,1,Nəsimi r.
2,96,950,6,20,1,Nəsimi r.
2,90,949,6,20,1,Nəsimi r.
2,70,675,14,17,1,20 Yanvar m.
2,50,600,2,2,0,Elmlər Akademiyası m.
2,100,1200,13,18,1,8 Noyabr m.
3,110,749,8,12,1,Neftçilər m.
3,180,2000,14,23,1,Nizami m.
2,75,750,15,20,1,20 Yanvar m.
1,45,500,2,5,0,Nərimanov r.
2,60,700,15,20,1,20 Yanvar m.
2,70,600,12,13,1,Həzi Aslanov m.
2,95,799,16,18,1,Gənclik m.
3,132,1800,7,19,1,Elmlər Akademiyası m.
2,60,800,4,16,1,Həzi Aslanov m.
2,70,1500,6,20,1,Şah İsmayıl Xətai m.
3,160,1500,14,20,1,Nəsimi r.
2,65,700,9,18,1,Elmlər Akademiyası m.
2,70,850,2,5,0,28 May m.
2,60,1500,2,5,0,İçəri Şəhər m.
4,110,1000,2,16,1,Həzi Aslanov m.
2,70,600,5,5,0,Azadlıq Prospekti m.
2,70,700,4,5,0,Nəriman Nərimanov m.
2,60,750,6,17,1,Elmlər Akademiyası m.
3,119,3900,5,7,0,Ağ şəhər q.
2,80,900,5,5,0,Sahil m.
2,50,650,2,2,0,Elmlər Akademiyası m.
2,66,700,15,20,1,20 Yanvar m.
4,120,800,2,4,0,Badamdar q.
2,50,670,18,20,1,20 Yanvar m.
2,70,2500,8,16,1,İçəri Şəhər m.
2,65,1000,9,16,1,Nərimanov r.
3,150,1200,3,16,1,8 Noyabr m.
2,110,600,5,5,0,Azadlıq Prospekti m.
4,150,1200,10,19,1,Nərimanov r.
3,86,2500,1,7,0,Ağ şəhər q.
2,55,600,5,5,0,Nəriman Nərimanov m.
2,50,650,6,12,1,Yasamal q.
4,240,3000,5,19,1,Nəsimi r.
2,70,1300,12,18,1,Şah İsmayıl Xətai m.
2,79,2700,13,16,1,İçəri Şəhər m.
3,130,2999,9,20,1,Nizami m.
2,120,1600,3,11,1,Nizami m.
2,80,2000,10,20,1,Ağ şəhər q.
3,52,600,1,12,1,Həzi Aslanov m.
3,120,3500,4,12,1,Səbail r.
2,60,550,3,18,1,Xətai r.
2,55,600,2,5,0,Memar Əcəmi m.
2,65,1300,6,20,1,Xətai r.
2,70,1300,6,20,1,Ağ şəhər q.
2,92,1500,6,27,1,8 Noyabr m.
2,75,1700,6,8,0,Ağ şəhər q.
3,80,750,4,4,0,İçəri Şəhər m.
2,80,1400,6,17,1,Şah İsmayıl Xətai m.
2,56,800,2,5,0,Sahil m.
2,50,700,5,20,1,20 Yanvar m.
2,54,400,5,5,0,Bakıxanov q.
2,86,550,7,12,1,Xalqlar Dostluğu m.
3,55,550,4,5,0,Memar Əcəmi m.
3,170,1500,6,6,0,Şah İsmayıl Xətai m.
3,135,1400,5,7,0,Ağ şəhər q.
4,200,1500,7,22,1,Şah İsmayıl Xətai m.
2,70,2000,21,23,1,28 May m.
2,50,650,2,2,0,Elmlər Akademiyası m.
3,127,1199,2,14,1,Nəsimi r.
2,60,700,15,20,1,20 Yanvar m.
3,145,1300,8,13,1,Nizami m.
2,57,599,2,2,0,Elmlər Akademiyası m.
2,65,700,15,20,1,20 Yanvar m.
3,75,799,5,16,1,20 Yanvar m.
4,172,1600,15,22,1,28 May m.
2,70,1300,6,20,1,Xətai r.
3,130,1200,2,16,1,Nəsimi r.
2,70,700,5,17,1,Xətai r.
3,142,1000,4,16,1,Nərimanov r.
2,65,600,4,16,1,İnşaatçılar m.
2,90,2500,1,16,1,Sabunçu r.
3,80,1000,5,5,0,28 May m.
2,75,750,3,8,0,Nəriman Nərimanov m.
2,60,699,15,20,1,20 Yanvar m.
3,100,650,2,16,1,Həzi Aslanov m.
3,160,1500,15,22,1,28 May m.
2,107,2200,17,17,1,Elmlər Akademiyası m.
3,140,749,10,16,1,Həzi Aslanov q.
3,110,1000,10,18,1,Nəriman Nərimanov m.
2,65,1500,6,17,1,Elmlər Akademiyası m.
3,125,1600,11,23,1,Nizami m.
2,70,1000,9,16,1,Nərimanov r.
4,180,3800,7,32,1,Nəsimi r.
2,65,1300,6,20,1,Ağ şəhər q.
3,127,1200,2,14,1,Nəsimi r.
2,90,600,13,13,1,Yeni Yasamal q.
2,70,550,4,9,0,İnşaatçılar m.
2,50,600,2,2,0,Elmlər Akademiyası m.
3,110,700,3,5,0,Nəriman Nərimanov m.
2,70,1000,9,16,1,Nərimanov r.
2,85,800,18,21,1,Nəsimi r.
3,95,999,2,5,0,Nəsimi r.
3,100,900,1,4,0,Elmlər Akademiyası m.
3,110,850,16,16,1,Elmlər Akademiyası m.
2,70,599,5,5,0,Binəqədi r.
2,90,500,7,11,1,İnşaatçılar m.
4,178,2200,10,27,1,8 Noyabr m.
3,105,2500,4,6,0,Ağ şəhər q.
4,125,780,3,5,0,Azadlıq Prospekti m.
2,72,1200,9,20,1,Şah İsmayıl Xətai m.
3,142,1000,4,16,1,Nərimanov r.
2,68,1000,9,16,1,Nərimanov r.
3,143,1900,9,19,1,Elmlər Akademiyası m.
3,92,1900,4,18,1,Elmlər Akademiyası m.
2,109,1500,18,27,1,8 Noyabr m.
2,80,1300,1,4,0,Sahil m.
2,90,650,14,20,1,Dərnəgül m.
3,55,500,4,5,0,Memar Əcəmi m.
3,140,850,12,20,1,Memar Əcəmi m.
3,155,1850,9,20,1,Nəriman Nərimanov m.
3,86,1100,10,16,1,28 May m.
3,120,1000,10,20,1,Nəriman Nərimanov m.
3,90,900,10,16,1,Qara Qarayev m.
3,90,750,12,18,1,Azadlıq Prospekti m.
4,145,1250,6,16,1,Şah İsmayıl Xətai m.
2,90,1300,9,9,0,Nizami m.
2,70,699,10,18,1,Nizami m.
2,120,1500,11,18,1,Elmlər Akademiyası m.
2,90,1300,3,17,1,28 May m.
3,55,599,1,12,1,Xətai r.
2,60,1300,8,15,1,28 May m.
2,85,800,12,17,1,Neftçilər m.
3,120,2300,9,16,1,28 May m.
3,165,1200,4,22,1,28 May m.
3,65,499,5,9,0,Əhmədli m.
2,50,550,1,9,0,8
1,45,1100,4,4,0,Sahil m.
4,110,1100,2,17,1,Həzi Aslanov m.
2,60,650,5,15,1,Əhmədli m.
3,120,800,5,16,1,Nəriman Nərimanov m.
2,80,1200,15,22,1,Nizami m.
2,40,549,1,4,0,Sahil m.
3,110,1300,6,10,1,Səbail r.
2,74,350,13,14,1,Sumqayıt
3,91,990,5,5,0,İçəri Şəhər m.
2,80,1200,15,22,1,Nizami m.
3,100,600,2,9,0,Yeni Günəşli q.
2,70,599,5,5,0,Azadlıq Prospekti m.
2,64,450,9,17,1,Xırdalan
2,65,550,3,9,0,Əhmədli m.
3,110,2500,4,8,0,Xətai r.
2,60,1150,2,4,0,İçəri Şəhər m.
3,65,850,4,5,0,Şah İsmayıl Xətai m.
4,178,2200,10,27,1,8 Noyabr m.
4,187,2200,10,27,1,8 Noyabr m.
2,55,500,9,9,0,9
3,123,1500,11,22,1,Nizami m.
2,68,900,12,18,1,Şah İsmayıl Xətai m.
2,70,650,12,16,1,Xalqlar Dostluğu m.
3,220,2500,21,27,1,Şah İsmayıl Xətai m.
2,65,1000,15,27,1,8 Noyabr m.
2,65,700,15,20,1,20 Yanvar m.
3,74,1290,7,17,1,Bakmil m.
2,65,1299,6,20,1,Şah İsmayıl Xətai m.
2,65,700,6,9,0,Nəsimi r.
2,50,600,12,16,1,Əhmədli m.
4,230,1500,4,22,1,28 May m.
3,130,950,20,21,1,Nəriman Nərimanov m.
2,80,1200,16,22,1,Nizami m.
2,70,1000,9,16,1,Nərimanov r.
3,150,1400,10,17,1,Nizami m.
2,47,400,2,9,0,Massiv V q.
3,220,2000,19,25,1,Şah İsmayıl Xətai m.
2,67,1300,17,20,1,Ağ şəhər q.
4,250,3000,26,28,1,Şah İsmayıl Xətai m.
4,220,2000,15,25,1,Şah İsmayıl Xətai m.
3,220,2250,7,25,1,Şah İsmayıl Xətai m.
3,145,1800,8,20,1,Nəriman Nərimanov m.
2,100,1400,17,18,1,Şah İsmayıl Xətai m.
3,105,1400,15,18,1,Nizami m.
4,170,2000,2,16,1,Şah İsmayıl Xətai m.
2,65,550,4,9,0,Yeni Yasamal q.
4,120,1100,2,17,1,Həzi Aslanov m.
2,87,900,6,20,1,Nəsimi r.
3,92,850,11,16,1,Yeni Yasamal q.
2,65,650,15,20,1,20 Yanvar m.
2,80,600,1,9,0,7
3,170,3500,10,16,1,Nizami m.
3,110,599,5,5,0,Binəqədi r.
2,95,798,10,21,1,Nəriman Nərimanov m.
2,70,1303,6,22,1,Ağ şəhər q.
3,106,1200,9,27,1,8 Noyabr m.
3,105,1700,6,8,0,Xətai r.
3,100,1000,2,5,0,Nəsimi r.
2,90,1400,5,16,1,Nəsimi r.
2,65,2000,3,20,1,Ağ şəhər q.
2,70,700,5,9,0,Gənclik m.
2,80,800,2,9,0,Nizami m.
3,70,700,7,7,0,Şah İsmayıl Xətai m.
2,105,900,15,17,1,Nəsimi r.
4,125,1200,10,14,1,Nizami m.
3,145,2200,2,7,0,Ağ şəhər q.
2,60,700,15,20,1,20 Yanvar m.
3,126,2350,6,7,0,Ağ şəhər q.
2,54,1500,5,6,0,Ağ şəhər q.
4,120,750,9,9,0,Memar Əcəmi m.
3,100,990,4,12,1,Nərimanov r.
4,230,4200,5,16,1,Nəriman Nərimanov m.
4,180,2700,3,7,0,Xətai r.
2,85,899,21,24,1,Şah İsmayıl Xətai m.
2,55,749,6,16,1,Nəriman Nərimanov m.
2,60,750,17,18,1,20 Yanvar m.
4,180,3000,14,16,1,Şah İsmayıl Xətai m.
2,90,1100,8,17,1,Nizami m.
2,70,1200,11,28,1,8 Noyabr m.
1,45,1300,1,6,0,Ağ şəhər q.
2,60,550,2,9,0,Əhmədli m.
2,65,600,2,5,0,Neftçilər m.
3,100,2300,7,17,1,28 May m.
6,400,2600,5,16,1,Nərimanov r.
2,100,1000,23,27,1,8 Noyabr m.
3,120,2000,4,4,0,İçəri Şəhər m.
2,66,1300,6,21,1,Ağ şəhər q.
2,120,1300,11,18,1,Şah İsmayıl Xətai m.
2,64,1299,7,20,1,Şah İsmayıl Xətai m.
2,60,1200,9,16,1,Gənclik m.
3,120,1000,14,16,1,Nəriman Nərimanov m.
3,125,1600,11,23,1,Nizami m.
2,85,1400,10,17,1,28 May m.
2,100,1000,20,23,1,Yasamal r.
4,198,2600,5,7,0,Ağ şəhər q.
2,55,700,17,17,1,Həzi Aslanov m.
3,160,1700,3,7,0,Ağ şəhər q.
2,75,750,8,18,1,6
2,55,700,14,20,1,Xətai r.
2,76,900,21,24,1,Şah İsmayıl Xətai m.
3,100,1600,8,8,0,Ağ şəhər q.
3,65,800,4,5,0,Şah İsmayıl Xətai m.
3,120,850,5,16,1,Əhmədli m.
3,125,750,10,16,1,Səbail r.
3,125,2300,2,7,0,Şah İsmayıl Xətai m.
3,75,1200,10,16,1,Nəriman Nərimanov m.
2,65,700,4,7,0,Nardaran q.
2,65,800,5,17,1,Nəsimi r.
3,100,1600,6,10,1,28 May m.
3,130,1000,20,21,1,Nəriman Nərimanov m.
3,70,850,2,2,0,Sahil m.
3,85,850,2,9,0,Nəriman Nərimanov m.
2,65,1000,11,20,1,Nəsimi r.
3,120,1700,5,7,0,Ağ şəhər q.
2,53,700,17,17,1,Həzi Aslanov m.
2,80,699,5,18,1,Dərnəgül m.
3,70,700,5,5,0,Elmlər Akademiyası m.
4,195,2600,6,7,0,Ağ şəhər q.
5,200,2600,5,7,0,Ağ şəhər q.
2,60,1000,7,8,0,8 Noyabr m.
2,65,1000,10,20,1,Şah İsmayıl Xətai m.
3,70,700,6,9,0,Nərimanov r.
3,70,850,4,5,0,Şah İsmayıl Xətai m.
3,110,850,16,17,1,Elmlər Akademiyası m.
3,100,900,12,17,1,Nərimanov r.
3,91,1500,4,19,1,Elmlər Akademiyası m.
3,94,600,8,14,1,Sumqayıt
2,65,530,5,18,1,Avtovağzal m.
3,157,3999,13,20,1,Ağ şəhər q.
2,65,699,9,20,1,20 Yanvar m.
2,65,650,11,19,1,20 Yanvar m.
3,125,1500,11,23,1,Sahil m.
3,90,1800,7,18,1,Elmlər Akademiyası m.
3,80,520,6,9,0,Massiv D q.
3,120,1100,3,6,0,Ağ şəhər q.
3,125,1800,7,7,0,Ağ şəhər q.
2,70,1700,5,6,0,Ağ şəhər q.
2,92,1500,6,8,0,Ağ şəhər q.
2,65,1300,6,20,1,Ağ şəhər q.
2,70,999,9,16,1,Nərimanov r.
3,136,2000,7,7,0,Ağ şəhər q.
3,150,5000,3,7,0,Ağ şəhər q.
4,168,5000,6,7,0,Ağ şəhər q.
2,65,700,2,5,0,Nəsimi r.
2,70,1000,8,16,1,Nərimanov r.
3,115,1300,10,18,1,28 May m.
2,150,1500,4,4,0,İçəri Şəhər m.
3,132,2200,9,16,1,28 May m.
3,120,1100,3,16,1,İnşaatçılar m.
2,72,850,5,10,1,Binəqədi r.
3,130,800,15,18,1,28 May m.
2,40,600,3,5,0,28 May m.
2,66,750,10,17,1,8
2,40,499,5,5,0,Neftçilər m.
2,55,650,1,5,0,Nəsimi m.
2,85,1000,8,17,1,28 May m.
3,140,1900,3,20,1,Nəriman Nərimanov m.
2,50,499,5,5,0,Qara Qarayev m.
3,135,1100,9,18,1,Elmlər Akademiyası m.
3,106,1200,9,27,1,8 Noyabr m.
2,120,1050,14,18,1,Şah İsmayıl Xətai m.
3,120,1600,10,17,1,Nəsimi r.
3,64,520,6,9,0,Yeni Günəşli q.
3,140,1900,3,20,1,Nəriman Nərimanov m.
2,68,1000,10,18,1,Nərimanov r.
2,50,500,2,5,0,Elmlər Akademiyası m.
2,65,1299,6,20,1,Ağ şəhər q.
3,65,850,4,5,0,Şah İsmayıl Xətai m.
2,40,500,5,5,0,Qara Qarayev m.
3,170,1700,12,19,1,Yasamal r.
2,60,550,2,9,0,Əhmədli m.
1,48,1200,4,4,0,Səbail r.
4,160,2000,11,17,1,Nizami m.
3,140,1799,9,16,1,Nəriman Nərimanov m.
3,130,749,14,20,1,Nəriman Nərimanov m.
2,65,600,5,9,0,Həzi Aslanov m.
2,60,549,1,9,0,Həzi Aslanov m.
2,60,700,15,20,1,20 Yanvar m.
4,190,1599,16,18,1,Nizami m.
3,155,1500,10,23,1,Elmlər Akademiyası m.
2,60,1490,3,9,0,Nizami m.
2,75,1300,8,9,0,Nizami m.
2,60,450,5,14,1,Xırdalan
2,70,1500,3,20,1,Elmlər Akademiyası m.
2,90,2000,6,18,1,İçəri Şəhər m.
2,80,1500,7,20,1,Elmlər Akademiyası m.
3,120,2200,11,17,1,Elmlər Akademiyası m.
3,110,700,15,16,1,20 Yanvar m.
2,65,750,10,18,1,Elmlər Akademiyası m.
3,120,1650,11,18,1,Nəsimi r.
2,70,1000,10,18,1,Nərimanov r.
3,120,1450,11,17,1,Nəriman Nərimanov m.
2,110,1200,12,13,1,İçəri Şəhər m.
2,70,699,10,17,1,Neftçilər m.
2,56,2200,4,7,0,Ağ şəhər q.
2,65,600,2,5,0,Neftçilər m.
3,150,1800,15,18,1,Sahil m.
2,80,1600,8,11,1,Nizami m.
3,138,1200,7,15,1,Azadlıq Prospekti m.
2,75,520,10,12,1,Xırdalan
2,50,1000,2,4,0,Sahil m.
3,55,700,3,5,0,28 May m.
2,55,900,5,16,1,Nəriman Nərimanov m.
2,70,750,16,20,1,Nəriman Nərimanov m.
2,80,1000,1,5,0,Nardaran q.
3,140,1300,8,16,1,28 May m.
2,95,1200,7,17,1,Şah İsmayıl Xətai m.
2,64,1500,5,21,1,Bayıl q.
2,48,500,5,5,0,Neftçilər m.
2,70,1299,6,20,1,Ağ şəhər q.
2,70,1300,6,20,1,Xətai r.
1,40,350,4,4,0,Xırdalan
3,140,750,10,16,1,Həzi Aslanov q.
3,130,1350,11,16,1,Nizami m.
6,300,4500,24,25,1,Şah İsmayıl Xətai m.
2,80,600,12,17,1,Yeni Yasamal q.
3,100,1200,2,6,0,Sahil m.
2,45,380,5,18,1,Xırdalan
2,85,500,2,12,1,Xırdalan
3,105,1000,20,24,1,Şah İsmayıl Xətai m.
