rooms,area_m2,price,floor,total_floor,is_new_building,place
2,60,400,10,13,1,Xırdalan
3,110,1400,5,24,1,8 Noyabr m.
3,70,500,2,5,0,Memar Əcəmi m.
3,120,1000,8,18,1,Neftçilər m.
2,52,800,1,2,0,Sahil m.
2,50,699,2,2,0,Nizami m.
3,100,940,15,16,1,Nəriman Nərimanov m.
3,118,850,8,17,1,28 May m.
3,102,1600,17,18,1,Şah İsmayıl Xətai m.
3,125,1000,12,18,1,Elmlər Akademiyası m.
3,140,1199,8,18,1,Elmlər Akademiyası m.
2,50,800,1,2,0,Nizami m.
3,90,750,9,12,1,Koroğlu m.
3,60,600,7,9,0,Neftçilər m.
3,120,1050,6,16,1,8 Noyabr m.
2,71,650,5,16,1,İnşaatçılar m.
4,195,1850,8,18,1,28 May m.
2,70,649,2,9,0,Yeni Yasamal q.
3,150,1750,15,18,1,Şah İsmayıl Xətai m.
3,125,1600,5,18,1,Nəsimi r.
3,95,850,11,18,1,Neftçilər m.
3,94,1500,19,19,1,Şah İsmayıl Xətai m.
4,148,1800,13,27,1,8 Noyabr m.
3,95,700,1,9,0,Əhmədli m.
3,114,2000,13,27,1,Elmlər Akademiyası m.
3,120,1200,5,17,1,Şah İsmayıl Xətai m.
3,127,850,10,13,1,Neftçilər m.
3,160,1350,23,24,1,Şah İsmayıl Xətai m.
3,70,500,1,9,0,Həzi Aslanov m.
3,125,750,10,17,1,Səbail r.
2,70,699,2,5,0,Elmlər Akademiyası m.
2,82,800,18,21,1,Nəsimi r.
2,43,400,8,9,0,Masazır q.
2,60,750,7,10,1,Nəriman Nərimanov m.
2,100,999,15,18,1,Nəriman Nərimanov m.
2,65,1200,10,27,1,8 Noyabr m.
2,65,800,3,16,1,Şah İsmayıl Xətai m.
2,100,680,9,18,1,Qara Qarayev m.
1,50,400,4,9,0,Yeni Günəşli q.
3,165,1300,18,20,1,Elmlər Akademiyası m.
4,205,1700,7,16,1,Nəsimi r.
2,68,1500,9,20,1,Ağ şəhər q.
1,44,500,2,7,0,Yeni Günəşli q.
2,65,800,10,18,1,Elmlər Akademiyası m.
3,90,750,3,9,0,Xalqlar Dostluğu m.
3,70,650,3,9,0,Xalqlar Dostluğu m.
3,160,1600,7,8,0,Nizami m.
2,60,1100,6,6,0,Ağ şəhər q.
3,120,1000,14,16,1,İnşaatçılar m.
2,60,800,3,4,0,Sahil m.
2,62,1500,13,16,1,Nizami m.
2,64,750,11,16,1,Gənclik m.
2,54,649,4,5,0,Memar Əcəmi m.
3,75,650,3,9,0,Xalqlar Dostluğu m.
3,100,899,5,20,1,20 Yanvar m.
3,140,1200,10,18,1,Elmlər Akademiyası m.
2,73,698,15,19,1,Qara Qarayev m.
3,130,900,12,16,1,Azadlıq Prospekti m.
3,120,1700,6,16,1,Nəriman Nərimanov m.
3,128,2500,8,20,1,28 May m.
3,70,650,3,9,0,Xalqlar Dostluğu m.
2,60,1000,3,22,1,Nəsimi r.
2,65,650,2,20,1,20 Yanvar m.
2,66,700,13,14,1,İnşaatçılar m.
3,70,650,1,3,0,Elmlər Akademiyası m.
2,55,800,6,20,1,20 Yanvar m.
3,95,600,3,4,0,Nəsimi r.
3,122,800,6,8,0,Nəriman Nərimanov m.
2,40,680,6,16,1,Yasamal r.
2,85,670,5,16,1,8
2,50,700,8,16,1,İnşaatçılar m.
3,90,1100,2,4,0,Nizami m.
2,65,550,4,9,0,Azadlıq Prospekti m.
3,75,650,3,9,0,Xalqlar Dostluğu m.
3,110,1000,6,10,1,28 May m.
3,130,2100,6,20,1,Nəsimi r.
2,60,650,12,20,1,20 Yanvar m.
3,70,800,8,18,1,Memar Əcəmi m.
2,65,600,3,8,0,Qara Qarayev m.
3,91,2500,11,15,1,28 May m.
2,60,1000,3,22,1,Nərimanov r.
2,77,700,8,16,1,İnşaatçılar m.
2,50,650,7,16,1,20 Yanvar m.
4,160,1000,4,7,0,Şah İsmayıl Xətai m.
2,75,1000,1,5,0,28 May m.
3,135,1500,10,16,1,Nizami m.
3,120,1100,9,17,1,28 May m.
3,65,850,3,4,0,Nərimanov r.
2,70,800,6,18,1,Nizami m.
2,56,320,5,5,0,Masazır q.
2,55,525,3,12,1,Yeni Günəşli q.
2,75,750,7,8,0,Bakmil m.
2,80,700,7,17,1,Qara Qarayev m.
3,85,400,10,12,1,Sumqayıt
3,75,1200,15,16,1,20 Yanvar m.
2,67,549,6,9,0,Həzi Aslanov m.
2,70,650,15,18,1,Xətai r.
3,170,2000,4,20,1,Nəsimi r.
2,72,800,5,10,1,7
3,100,1200,4,16,1,Nəriman Nərimanov m.
2,60,550,6,9,0,Həzi Aslanov m.
2,100,1000,11,16,1,Nəriman Nərimanov m.
2,40,600,1,2,0,Sahil m.
2,85,670,5,16,1,8
2,49,550,5,5,0,Gəncə
1,40,400,4,5,0,Nəriman Nərimanov m.
4,75,900,3,5,0,Nəsimi r.
4,105,600,5,20,1,Yeni Yasamal q.
3,65,550,8,12,1,İnşaatçılar m.
3,102,850,3,3,0,Nəsimi r.
2,58,400,3,9,0,Abşeron r.
4,215,2000,9,17,1,28 May m.
3,132,2200,9,16,1,28 May m.
2,50,450,4,5,0,Nəsimi m.
3,124,950,8,12,1,Bakmil m.
2,47,450,2,5,0,Nəsimi m.
3,114,1300,5,15,1,Şah İsmayıl Xətai m.
3,70,650,3,9,0,Xalqlar Dostluğu m.
2,80,800,5,10,1,7
3,80,850,3,7,0,Nərimanov r.
2,60,550,2,20,1,Həzi Aslanov m.
2,90,1100,14,16,1,Dərnəgül m.
2,40,450,2,5,0,Nəsimi m.
2,50,750,5,20,1,20 Yanvar m.
2,90,900,13,16,1,Şah İsmayıl Xətai m.
3,105,1100,16,19,1,Nizami r.
3,90,1200,2,5,0,Sahil m.
3,98,1199,2,5,0,Sahil m.
3,75,649,3,9,0,Xalqlar Dostluğu m.
2,70,750,7,16,1,Nəriman Nərimanov m.
3,110,850,9,17,1,Həzi Aslanov m.
2,55,450,2,5,0,İnşaatçılar m.
2,65,699,2,20,1,Xətai r.
3,90,1200,2,5,0,Sahil m.
2,52,800,18,20,1,Nərimanov r.
2,45,599,4,5,0,İnşaatçılar m.
2,75,600,8,12,1,20
3,119,1500,10,16,1,28 May m.
2,93,1300,6,20,1,Nəsimi r.
2,55,800,3,16,1,Nərimanov r.
2,65,525,6,17,1,Qara Qarayev m.
3,80,500,4,9,0,Massiv D q.
2,65,700,14,18,1,Həzi Aslanov m.
2,80,750,6,15,1,Nizami m.
2,70,550,1,5,0,Xalqlar Dostluğu m.
2,60,700,6,18,1,Həzi Aslanov m.
2,70,900,9,27,1,8 Noyabr m.
2,54,750,5,5,0,Nərimanov r.
2,100,1350,10,20,1,8 Noyabr m.
2,105,2200,5,7,0,Ağ şəhər q.
4,170,1850,10,16,1,28 May m.
3,120,1500,12,18,1,28 May m.
3,95,1700,7,8,0,Ağ şəhər q.
2,84,2200,5,33,1,Səbail r.
3,125,1300,6,16,1,28 May m.
3,120,980,3,18,1,Nizami m.
1,45,500,3,5,0,Memar Əcəmi m.
2,75,900,6,18,1,Nizami m.
3,117,750,16,17,1,Həzi Aslanov m.
2,75,600,10,12,1,Yeni Yasamal q.
2,90,1300,6,18,1,Nərimanov r.
2,70,1500,13,17,1,Nizami m.
2,90,1200,2,7,0,Xətai r.
4,164,2500,2,5,0,Ağ şəhər q.
3,115,1000,14,16,1,İnşaatçılar m.
3,155,1100,6,12,1,8 Noyabr m.
4,150,1250,6,16,1,Şah İsmayıl Xətai m.
3,120,1000,16,19,1,İnşaatçılar m.
3,90,900,3,6,0,Bayıl q.
2,78,850,8,16,1,Nəriman Nərimanov m.
3,130,1100,8,16,1,Elmlər Akademiyası m.
3,105,980,1,14,1,Nizami m.
2,55,550,2,19,1,Xalqlar Dostluğu m.
1,40,400,5,5,0,Neftçilər m.
2,65,650,6,11,1,Nəsimi r.
2,72,800,5,10,1,7
2,90,1200,13,16,1,Nəriman Nərimanov m.
2,77,950,12,18,1,Gənclik m.
3,72,800,7,9,0,Neftçilər m.
2,55,800,10,17,1,28 May m.
2,55,550,2,19,1,Xalqlar Dostluğu m.
2,72,850,18,20,1,Nəsimi r.
2,110,1300,17,27,1,8 Noyabr m.
3,110,1400,20,30,1,8 Noyabr m.
2,85,450,4,10,1,Məmmədli q.
3,130,1250,5,7,0,Badamdar q.
2,55,500,7,9,0,İnşaatçılar m.
2,90,750,4,14,1,İnşaatçılar m.
2,50,650,4,9,0,Nəriman Nərimanov m.
3,80,1250,5,6,0,28 May m.
2,65,650,5,9,0,Nəsimi r.
3,110,980,2,14,1,Nizami m.
3,114,1300,5,15,1,Şah İsmayıl Xətai m.
3,97,850,12,17,1,Nəriman Nərimanov m.
3,147,1000,7,16,1,Nərimanov r.
3,110,850,9,17,1,Həzi Aslanov m.
3,102,1300,22,24,1,Xətai r.
2,60,650,2,20,1,20 Yanvar m.
3,80,1200,8,18,1,20 Yanvar m.
4,120,1200,2,5,0,Nəriman Nərimanov m.
3,137,1100,9,16,1,Nizami m.
3,90,1000,8,18,1,20 Yanvar m.
3,90,699,3,5,0,Binəqədi r.
3,100,950,16,17,1,Nəriman Nərimanov m.
3,130,2400,6,8,0,Ağ şəhər q.
2,65,750,10,15,1,Dərnəgül m.
2,61,500,1,4,0,9
2,80,1050,8,14,1,28 May m.
3,75,1500,16,17,1,28 May m.
3,96,940,15,16,1,Nəriman Nərimanov m.
3,155,2000,10,16,1,Yasamal r.
2,60,750,17,23,1,İnşaatçılar m.
2,70,800,14,17,1,Nərimanov r.
2,60,1300,8,16,1,Nizami m.
2,60,1200,14,18,1,Xətai r.
3,130,1000,6,14,1,Nərimanov r.
2,55,549,2,19,1,Xalqlar Dostluğu m.
3,80,700,3,5,0,8
4,190,1900,9,10,1,Nizami m.
2,60,700,17,20,1,20 Yanvar m.
3,160,1450,6,17,1,Elmlər Akademiyası m.
2,90,2000,5,12,1,İçəri Şəhər m.
2,68,1500,12,16,1,Şah İsmayıl Xətai m.
2,65,750,5,5,0,Azadlıq Prospekti m.
3,100,800,5,5,0,İçəri Şəhər m.
2,55,550,2,19,1,Xalqlar Dostluğu m.
2,65,700,6,15,1,Qara Qarayev m.
4,145,800,17,19,1,Memar Əcəmi m.
3,65,550,3,5,0,Qara Qarayev m.
2,90,750,8,17,1,Əhmədli q.
3,100,1200,4,16,1,Nəriman Nərimanov m.
2,60,600,12,17,1,Əhmədli m.
3,140,4500,5,7,0,Ağ şəhər q.
2,65,800,10,16,1,Dərnəgül m.
2,65,1150,14,18,1,Elmlər Akademiyası m.
2,42,350,2,5,0,Masazır q.
2,62,700,7,16,1,Koroğlu m.
3,80,700,3,5,0,Binəqədi r.
3,100,550,3,10,1,Həzi Aslanov m.
2,70,500,2,2,0,Ağ şəhər q.
2,75,850,3,4,0,Sahil m.
3,140,1500,13,19,1,Elmlər Akademiyası m.
2,72,800,8,14,1,Neftçilər m.
2,55,800,9,11,1,Nəsimi r.
2,65,549,2,19,1,Xalqlar Dostluğu m.
3,140,1000,3,16,1,Gənclik m.
2,60,549,2,5,0,Şah İsmayıl Xətai m.
2,58,650,13,17,1,Həzi Aslanov m.
2,60,1300,8,15,1,Nizami m.
2,70,800,14,17,1,Qara Qarayev m.
3,75,700,1,5,0,Elmlər Akademiyası m.
2,50,800,3,3,0,Sahil m.
3,88,800,2,9,0,Gənclik m.
2,45,600,4,5,0,Nəriman Nərimanov m.
2,65,1500,14,17,1,Nizami m.
3,100,550,3,10,1,Həzi Aslanov m.
3,135,850,2,12,1,İnşaatçılar m.
2,95,2000,4,7,0,Ağ şəhər q.
2,50,1100,7,7,0,Ağ şəhər q.
2,55,900,5,16,1,Nəriman Nərimanov m.
3,75,600,6,9,0,20 Yanvar m.
2,70,1700,11,18,1,Elmlər Akademiyası m.
3,140,1500,13,19,1,Elmlər Akademiyası m.
3,115,850,4,16,1,Əhmədli m.
2,55,800,10,17,1,Nəsimi r.
3,115,1000,14,16,1,İnşaatçılar m.
2,80,900,23,24,1,Nərimanov r.
3,114,1300,5,15,1,Şah İsmayıl Xətai m.
2,75,900,6,18,1,Nizami m.
2,65,300,6,6,0,Masazır q.
3,90,800,2,4,0,Elmlər Akademiyası m.
2,70,1300,5,5,0,Sahil m.
3,155,1300,7,17,1,Nəsimi r.
3,130,1100,8,17,1,Nərimanov r.
3,100,550,3,10,1,Həzi Aslanov m.
2,68,700,3,5,0,Qara Qarayev m.
4,80,650,3,9,0,Neftçilər m.
2,95,900,15,16,1,Nəriman Nərimanov m.
2,78,900,6,18,1,Nizami m.
2,60,1600,6,18,1,Şah İsmayıl Xətai m.
2,80,900,9,20,1,Nizami m.
3,165,1400,7,8,0,Nizami m.
2,75,900,2,5,0,28 May m.
3,100,1000,2,14,1,Nizami m.
4,134,500,6,8,0,Hövsan q.
2,75,899,6,18,1,Nizami m.
2,70,1100,4,6,0,Nəriman Nərimanov m.
3,115,850,4,16,1,Həzi Aslanov m.
2,65,1200,10,27,1,8 Noyabr m.
3,140,1350,5,14,1,Nəsimi r.
3,94,600,2,9,0,Səbail r.
3,120,1500,3,18,1,Elmlər Akademiyası m.
3,100,1200,10,16,1,Şah İsmayıl Xətai m.
2,60,1500,8,21,1,Ağ şəhər q.
3,175,3300,8,18,1,Nəsimi r.
3,126,1100,10,20,1,Nəriman Nərimanov m.
3,100,1000,5,20,1,20 Yanvar m.
2,74,370,6,14,1,Saray q.
3,100,600,3,10,1,Xətai r.
3,125,1300,12,16,1,28 May m.
3,75,600,3,9,0,Memar Əcəmi m.
3,115,850,4,16,1,Həzi Aslanov m.
2,55,600,2,5,0,Neftçilər m.
3,115,850,4,16,1,Həzi Aslanov m.
2,60,700,2,17,1,9
2,70,450,5,14,1,Saray q.
3,75,750,5,5,0,İçəri Şəhər m.
3,112,800,7,10,1,İnşaatçılar m.
3,100,1200,10,15,1,Nəriman Nərimanov m.
3,110,1000,10,17,1,Nəsimi r.
2,65,700,14,18,1,Xətai r.
3,160,1500,7,16,1,Nəsimi r.
2,65,850,10,17,1,Nərimanov r.
3,75,450,7,9,0,Massiv A q.
3,157,1000,9,16,1,Nərimanov r.
3,115,850,4,16,1,Əhmədli m.
3,115,850,4,16,1,Əhmədli m.
2,60,700,7,10,1,Nəriman Nərimanov m.
3,120,849,4,16,1,Əhmədli m.
3,150,1000,15,18,1,İnşaatçılar m.
2,45,400,2,9,0,Yeni Günəşli q.
3,115,850,4,16,1,Əhmədli m.
3,115,850,4,16,1,Əhmədli m.
3,75,1200,15,16,1,20 Yanvar m.
3,100,600,3,10,1,Həzi Aslanov m.
3,100,1050,18,18,1,Sahil m.
3,110,850,6,16,1,7
2,72,800,8,14,1,Neftçilər m.
2,65,2000,17,20,1,Ağ şəhər q.
3,77,850,4,5,0,Şah İsmayıl Xətai m.
3,116,849,5,17,1,Həzi Aslanov q.
3,135,800,6,17,1,Əhmədli m.
2,50,1300,5,19,1,Bayıl q.
3,130,1099,15,17,1,Şah İsmayıl Xətai m.
3,100,1400,2,5,0,Sahil m.
2,40,450,1,5,0,Xalqlar Dostluğu m.
2,88,900,5,16,1,Nəriman Nərimanov m.
3,96,940,15,16,1,Nəriman Nərimanov m.
2,110,2000,7,7,0,Ağ şəhər q.
2,55,700,6,18,1,Gənclik m.
4,180,1900,18,27,1,8 Noyabr m.
2,68,699,3,5,0,Qara Qarayev m.
3,100,1000,3,4,0,İçəri Şəhər m.
2,73,350,5,6,0,Abşeron r.
2,60,450,6,14,1,Xırdalan
2,100,800,16,20,1,Nəriman Nərimanov m.
4,230,1500,4,22,1,28 May m.
5,310,5000,3,8,0,Nəsimi r.
3,136,2200,4,7,0,Xətai r.
4,100,850,4,9,0,Nərimanov r.
3,140,1200,4,16,1,Şah İsmayıl Xətai m.
3,70,750,1,5,0,Elmlər Akademiyası m.
2,50,550,20,20,1,Yeni Yasamal q.
2,65,795,5,16,1,Şah İsmayıl Xətai m.
3,100,700,14,16,1,Qara Qarayev m.
2,65,899,7,16,1,28 May m.
3,120,850,4,16,1,Həzi Aslanov m.
2,65,1000,7,18,1,Şah İsmayıl Xətai m.
3,100,900,5,5,0,Yasamal r.
3,85,650,9,9,0,Xalqlar Dostluğu m.
3,110,800,11,16,1,Həzi Aslanov m.
3,100,799,7,9,0,Nizami m.
2,40,400,5,5,0,20 Yanvar m.
3,105,980,2,14,1,Nizami m.
2,40,499,1,5,0,Memar Əcəmi m.
3,120,1200,11,18,1,Gənclik m.
2,55,750,10,17,1,Nəsimi r.
3,155,900,8,17,1,Nəriman Nərimanov m.
2,60,700,7,16,1,Koroğlu m.
3,115,850,5,16,1,Əhmədli m.
4,150,1900,5,10,1,Nizami m.
3,70,900,4,5,0,Şah İsmayıl Xətai m.
3,105,1700,4,7,0,Xətai r.
4,200,2500,3,17,1,28 May m.
2,75,900,6,18,1,Nizami m.
3,145,1500,15,18,1,Səbail r.
2,58,750,12,17,1,Koroğlu m.
1,53,450,2,16,1,Xırdalan
3,110,1400,5,18,1,Badamdar q.
2,66,880,15,16,1,Nəriman Nərimanov m.
2,70,1000,6,18,1,8 Noyabr m.
2,60,850,3,16,1,Nəsimi r.
2,65,1000,14,17,1,Nəsimi r.
2,60,700,7,10,1,Gənclik m.
3,68,450,7,9,0,Suraxanı r.
2,60,1250,8,16,1,Nizami m.
3,115,850,4,16,1,Həzi Aslanov m.
2,101,800,7,18,1,Nəriman Nərimanov m.
2,70,650,4,5,0,Nəriman Nərimanov m.
2,60,750,7,10,1,Nəriman Nərimanov m.
1,58,1100,3,7,0,Bilgəh q.
2,65,1600,8,17,1,Səbail r.
3,120,1600,9,17,1,Elmlər Akademiyası m.
2,80,750,7,11,1,Memar Əcəmi m.
2,80,849,8,16,1,28 May m.
2,43,400,4,5,0,Biləcəri q.
3,115,1300,5,16,1,Şah İsmayıl Xətai m.
3,118,800,22,23,1,20 Yanvar m.
3,110,1170,13,17,1,Nizami m.
3,89,600,3,9,0,Binəqədi q.
2,43,400,9,12,1,Sumqayıt
2,65,1300,7,17,1,Ağ şəhər q.
3,120,1270,23,24,1,Şah İsmayıl Xətai m.
2,65,650,12,17,1,Əhmədli m.
2,60,650,2,5,0,Nizami m.
2,63,400,4,6,0,Masazır q.
2,44,500,1,2,0,Bakıxanov q.
3,115,850,4,16,1,Həzi Aslanov m.
3,90,900,3,9,0,Yasamal r.
2,65,800,5,5,0,28 May m.
2,70,1200,2,18,1,Elmlər Akademiyası m.
2,84,1200,8,18,1,Şah İsmayıl Xətai m.
3,110,1200,15,16,1,Qara Qarayev m.
2,50,600,5,5,0,Memar Əcəmi m.
2,50,400,4,4,0,Masazır q.
3,130,800,7,17,1,Nəriman Nərimanov m.
2,65,1100,7,17,1,Nəriman Nərimanov m.
2,67,700,7,16,1,Şah İsmayıl Xətai m.
2,60,500,3,17,1,Nizami r.
2,68,900,4,16,1,Elmlər Akademiyası m.
3,90,650,9,10,1,Xalqlar Dostluğu m.
6,320,5000,4,6,0,Bayıl q.
2,60,550,12,17,1,Həzi Aslanov m.
3,103,3500,3,6,0,Ağ şəhər q.
2,60,650,2,5,0,Nizami m.
2,85,800,8,14,1,Neftçilər m.
2,50,650,4,5,0,20 Yanvar m.
2,60,800,11,18,1,Şah İsmayıl Xətai m.
2,110,850,14,17,1,Qara Qarayev m.
2,75,749,15,19,1,Nəriman Nərimanov m.
2,75,800,5,10,1,Binəqədi r.
3,80,650,12,14,1,Xırdalan
3,140,1200,10,17,1,Nəsimi r.
3,150,1400,11,18,1,Azadlıq Prospekti m.
2,60,750,3,14,1,Nəriman Nərimanov m.
2,55,400,4,5,0,Memar Əcəmi m.
3,130,1000,3,14,1,8
2,50,500,7,9,0,Nəsimi m.
3,130,1200,5,7,0,Ağ şəhər q.
2,56,500,2,5,0,İnşaatçılar m.
4,190,1500,9,20,1,Nizami m.
2,60,1550,13,16,1,Nizami m.
3,140,1599,3,7,0,Sabunçu r.
3,120,1400,14,15,1,28 May m.
3,80,700,4,5,0,Elmlər Akademiyası m.
3,160,999,10,14,1,Nəriman Nərimanov m.
2,60,600,6,9,0,Əhmədli m.
2,61,599,3,13,1,Yasamal r.
2,56,1000,7,17,1,Gənclik m.
2,65,750,8,16,1,Elmlər Akademiyası m.
1,45,750,21,22,1,28 May m.
3,140,2500,4,7,0,Ağ şəhər q.
1,55,1200,7,7,0,Ağ şəhər q.
2,110,950,14,17,1,Elmlər Akademiyası m.
2,90,600,8,14,1,Köhnə Günəşli q.
2,65,1000,10,21,1,28 May m.
2,65,790,4,7,0,Sea Breeze q.
5,190,1900,10,16,1,Badamdar q.
4,120,750,5,9,0,Nəriman Nərimanov m.
2,110,849,14,17,1,Qara Qarayev m.
3,135,800,6,17,1,Əhmədli m.
3,140,1100,4,16,1,Şah İsmayıl Xətai m.
2,84,650,8,15,1,Sumqayıt
2,76,600,2,13,1,Sumqayıt
2,50,550,7,9,0,Nəsimi m.
3,132,800,6,17,1,Əhmədli m.
3,80,749,9,9,0,Həzi Aslanov q.
2,72,800,8,14,1,Nizami r.
3,145,999,10,18,1,Nərimanov r.
2,65,850,9,16,1,Gənclik m.
2,60,500,3,9,0,Həzi Aslanov q.
2,55,849,5,16,1,Nəriman Nərimanov m.
3,80,650,4,5,0,Nərimanov r.
3,65,500,2,9,0,Sumqayıt
2,100,1400,12,16,1,Nizami m.
2,46,450,1,3,0,Bayıl q.
3,145,1800,14,18,1,Səbail r.
2,55,640,7,20,1,20 Yanvar m.
2,75,800,5,13,1,28 May m.
2,60,600,16,16,1,İnşaatçılar m.
2,67,500,13,16,1,Sumqayıt
5,270,4999,5,11,1,Nərimanov r.
3,150,2500,5,18,1,Səbail r.
4,181,2100,11,18,1,Şah İsmayıl Xətai m.
4,160,1800,10,20,1,Şah İsmayıl Xətai m.
2,50,350,5,6,0,Masazır q.
2,65,1550,10,16,1,28 May m.
2,52,1500,2,13,1,20 Yanvar m.
2,96,1350,12,18,1,Şah İsmayıl Xətai m.
2,60,320,2,2,0,Binəqədi q.
2,70,900,7,16,1,Şah İsmayıl Xətai m.
3,70,750,3,9,0,Yasamal r.
3,100,1500,6,14,1,Nizami m.
2,60,750,6,16,1,İnşaatçılar m.
3,126,1300,8,16,1,Elmlər Akademiyası m.
2,70,1000,12,18,1,Şah İsmayıl Xətai m.
3,120,2200,5,7,0,Ağ şəhər q.
2,55,700,15,20,1,20 Yanvar m.
2,65,1300,10,20,1,Ağ şəhər q.
2,72,800,5,10,1,Dərnəgül m.
2,80,850,8,11,1,Nərimanov r.
3,106,1500,7,8,0,Nəriman Nərimanov m.
2,50,750,1,1,0,Sahil m.
3,120,1300,5,17,1,Şah İsmayıl Xətai m.
2,65,699,7,9,0,Gənclik m.
2,60,1200,5,20,1,Nərimanov r.
2,60,650,2,5,0,Nizami m.
2,50,650,4,5,0,Nəriman Nərimanov m.
2,64,700,14,18,1,Həzi Aslanov m.
3,106,1700,4,7,0,Ağ şəhər q.
2,65,650,12,17,1,Əhmədli m.
2,56,750,6,12,1,İnşaatçılar m.
2,67,1300,17,20,1,Şah İsmayıl Xətai m.
2,100,1000,10,18,1,Nəriman Nərimanov m.
2,56,1000,11,18,1,8 Noyabr m.
2,60,800,4,14,1,Şah İsmayıl Xətai m.
2,60,700,15,20,1,20 Yanvar m.
2,70,1700,4,6,0,Xətai r.
3,96,940,15,16,1,Nəriman Nərimanov m.
4,200,2500,12,18,1,Nizami m.
2,45,350,5,5,0,Xırdalan
3,100,1200,3,4,0,Şah İsmayıl Xətai m.
2,98,850,14,17,1,Qara Qarayev m.
3,135,2200,6,16,1,28 May m.
2,50,1200,2,5,0,İçəri Şəhər m.
3,153,1500,12,23,1,Azadlıq Prospekti m.
3,135,3000,6,20,1,28 May m.
1,58,700,14,18,1,Koroğlu m.
3,105,950,1,14,1,Nizami m.
3,120,1500,4,4,0,Sahil m.
3,138,1800,14,16,1,Nəriman Nərimanov m.
2,72,850,18,20,1,Nəsimi r.
2,90,2200,7,27,1,Səbail r.
3,130,900,15,16,1,Yeni Yasamal q.
3,97,1200,13,18,1,Koroğlu m.
2,58,800,12,17,1,Koroğlu m.
3,75,630,4,5,0,İnşaatçılar m.
2,75,800,5,14,1,7
2,85,800,13,16,1,Qara Qarayev m.
2,100,1200,10,16,1,Gənclik m.
5,285,5200,5,10,1,Nərimanov r.
3,117,1000,13,17,1,28 May m.
3,130,1200,10,18,1,Nəsimi r.
2,60,900,6,7,0,Şah İsmayıl Xətai m.
2,100,850,14,17,1,Xırdalan
2,86,900,14,16,1,Nəriman Nərimanov m.
3,110,1700,3,7,0,Şah İsmayıl Xətai m.
2,45,400,5,14,1,Sumqayıt
2,65,500,8,12,1,Xırdalan
2,90,1300,2,16,1,28 May m.
2,82,1200,14,16,1,28 May m.
2,65,450,8,9,0,Əhmədli m.
2,97,800,4,18,1,Koroğlu m.
4,170,1500,13,16,1,28 May m.
3,130,1500,10,16,1,Nizami m.
2,85,1100,13,16,1,Nəriman Nərimanov m.
2,75,650,8,25,1,Yasamal q.
4,120,750,3,7,0,Bakıxanov q.
2,56,750,6,12,1,İnşaatçılar m.
2,56,750,6,12,1,İnşaatçılar m.
2,60,600,2,5,0,İnşaatçılar m.
3,80,850,13,15,1,Neftçilər m.
2,65,850,9,16,1,Gənclik m.
3,100,600,4,7,0,Badamdar q.
2,50,550,4,5,0,Nəriman Nərimanov m.
3,80,700,3,9,0,Yasamal r.
2,60,1100,3,16,1,Elmlər Akademiyası m.
2,90,1100,8,14,1,Nəriman Nərimanov m.
4,170,1100,12,13,1,Neftçilər m.
2,75,1350,10,17,1,Şah İsmayıl Xətai m.
2,72,750,3,4,0,Şah İsmayıl Xətai m.
3,70,1500,16,16,1,28 May m.
2,60,450,3,5,0,Masazır q.
2,72,850,5,10,1,7
2,70,700,5,20,1,Xətai r.
3,150,800,3,9,0,Memar Əcəmi m.
3,120,1200,7,16,1,Nəriman Nərimanov m.
2,80,800,9,23,1,Bakıxanov q.
2,68,700,16,18,1,Qara Qarayev m.
1,45,600,6,12,1,Yasamal q.
2,55,800,20,22,1,28 May m.
2,60,600,13,14,1,Yeni Günəşli q.
2,70,600,17,17,1,İnşaatçılar m.
2,75,899,2,5,0,28 May m.
2,75,650,13,13,1,Yeni Yasamal q.
2,55,770,2,5,0,28 May m.
3,132,2200,9,16,1,28 May m.
2,90,1000,14,17,1,Nəriman Nərimanov m.
2,75,1000,20,20,1,28 May m.
2,90,900,13,16,1,İnşaatçılar m.
3,128,800,14,18,1,Dərnəgül m.
3,155,1200,12,17,1,Nəsimi r.
2,55,560,3,5,0,Memar Əcəmi m.
2,66,1100,13,22,1,Şah İsmayıl Xətai m.
2,57,350,4,5,0,Biləcəri q.
3,80,1250,3,24,1,Nəriman Nərimanov m.
3,100,950,3,5,0,Nəriman Nərimanov m.
2,75,800,10,16,1,Nizami m.
3,107,980,2,14,1,Nizami m.
3,125,1500,13,17,1,Şah İsmayıl Xətai m.
3,160,1400,1,8,0,Elmlər Akademiyası m.
2,60,700,7,9,0,Yasamal r.
3,105,980,2,14,1,Nizami m.
3,110,1000,5,5,0,Sahil m.
3,105,980,2,14,1,Nizami m.
3,85,1200,2,5,0,Elmlər Akademiyası m.
2,60,900,6,7,0,Şah İsmayıl Xətai m.
3,110,1000,4,18,1,28 May m.
2,62,650,12,17,1,Əhmədli m.
2,80,1200,15,17,1,28 May m.
1,80,600,16,16,1,Həzi Aslanov m.
2,90,1200,11,15,1,28 May m.
2,80,1299,8,18,1,20 Yanvar m.
2,61,700,7,9,0,Yasamal r.
2,60,650,3,3,0,Nəriman Nərimanov m.
3,126,1200,5,17,1,8 Noyabr m.
3,100,2300,5,18,1,28 May m.
2,96,1000,6,7,0,Ağ şəhər q.
3,120,750,8,13,1,İnşaatçılar m.
3,80,750,9,16,1,20 Yanvar m.
