location,rooms,area_m2,price,url
"Elan №5291171 - Bakı, Səbail r., 3 otaqlı, 130 m², 8/33 mərtəbə",3,130,3000,https://bina.az/items/5291171
"Elan №5767153 - Bakı, 28 May m., 3 otaqlı, 170 m², 8/17 mərtəbə",3,170,1500,https://bina.az/items/5767153
"Elan №5767152 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 95 m², 10/16 mərtəbə",2,95,800,https://bina.az/items/5767152
"Elan №5763304 - Bakı, 20 Yanvar m., 1 otaqlı, 40 m², 7/22 mərtəbə",1,40,550,https://bina.az/items/5763304
"Elan №5758696 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/16 mərtəbə",2,65,750,https://bina.az/items/5758696
"Elan №5758359 - Bakı, Nəsimi r., 3 otaqlı, 92 m², 2/5 mərtəbə",3,92,1000,https://bina.az/items/5758359
"Elan №5407644 - Bakı, Ağ şəhər q., 2 otaqlı, 65 m², 13/20 mərtəbə",2,65,2300,https://bina.az/items/5407644
"Elan №5751152 - Bakı, Xətai r., 2 otaqlı, 45 m², 8/17 mərtəbə",2,45,700,https://bina.az/items/5751152
"Elan №5725378 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/16 mərtəbə",2,65,750,https://bina.az/items/5725378
"Elan №5765026 - Bakı, Nizami r., 2 otaqlı, 65 m², 10/17 mərtəbə",2,65,750,https://bina.az/items/5765026
"Elan №5767138 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 85 m², 18/18 mərtəbə",3,85,800,https://bina.az/items/5767138
"Elan №5767136 - Bakı, Həzi Aslanov m., 3 otaqlı, 120 m², 9/18 mərtəbə",3,120,700,https://bina.az/items/5767136
"Elan №5767135 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 110 m², 8/16 mərtəbə",3,110,1200,https://bina.az/items/5767135
"Elan №5767134 - Bakı, Gənclik m., 2 otaqlı, 100 m², 6/17 mərtəbə",2,100,1500,https://bina.az/items/5767134
"Elan №5693422 - Bakı, Ağ şəhər q., 3 otaqlı, 120 m², 4/6 mərtəbə",3,120,3500,https://bina.az/items/5693422
"Elan №5764615 - Bakı, Neftçilər m., 2 otaqlı, 40 m², 5/5 mərtəbə",2,40,500,https://bina.az/items/5764615
"Elan №5747434 - Bakı, 20 Yanvar m., 2 otaqlı, 53.4 m², 18/20 mərtəbə",2,4,620,https://bina.az/items/5747434
"Elan №5767127 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 92 m², 3/15 mərtəbə",2,92,900,https://bina.az/items/5767127
"Elan №5767131 - Bakı, İnşaatçılar m., 2 otaqlı, 45 m², 1/5 mərtəbə",2,45,598,https://bina.az/items/5767131
"Elan №5767130 - Bakı, Nəsimi m., 2 otaqlı, 70 m², 15/17 mərtəbə",2,70,700,https://bina.az/items/5767130
"Elan №5756897 - Bakı, 20 Yanvar m., 2 otaqlı, 90 m², 4/14 mərtəbə",2,90,750,https://bina.az/items/5756897
"Elan №5757363 - Bakı, Nəsimi r., 2 otaqlı, 70 m², 3/17 mərtəbə",2,70,1200,https://bina.az/items/5757363
"Elan №5767128 - Bakı, Köhnə Günəşli q., 2 otaqlı, 60 m², 8/10 mərtəbə",2,60,500,https://bina.az/items/5767128
"Elan №5644363 - Bakı, 8 Noyabr m., 2 otaqlı, 90 m², 15/18 mərtəbə",2,90,1100,https://bina.az/items/5644363
"Elan №5743165 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 155 m², 5/18 mərtəbə",3,155,1350,https://bina.az/items/5743165
"Elan №5764972 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 120 m², 2/7 mərtəbə",3,120,1800,https://bina.az/items/5764972
"Elan №5746615 - Bakı, 20 Yanvar m., 2 otaqlı, 45 m², 18/20 mərtəbə",2,45,670,https://bina.az/items/5746615
"Elan №5679365 - Bakı, 8 Noyabr m., 2 otaqlı, 55 m², 4/5 mərtəbə",2,55,550,https://bina.az/items/5679365
"Elan №5764832 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 110 m², 16/17 mərtəbə",3,110,850,https://bina.az/items/5764832
"Elan №5748881 - Bakı, Nizami r., 2 otaqlı, 75 m², 17/19 mərtəbə",2,75,650,https://bina.az/items/5748881
"Elan №5757856 - Bakı, 20 Yanvar m., 4 otaqlı, 184 m², 13/16 mərtəbə",4,184,1050,https://bina.az/items/5757856
"Elan №5767117 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 100 m², 9/16 mərtəbə",2,100,800,https://bina.az/items/5767117
"Elan №5766145 - Bakı, Ağ şəhər q., 3 otaqlı, 135 m², 3/7 mərtəbə",3,135,3000,https://bina.az/items/5766145
"Elan №5380002 - Bakı, Gənclik m., 2 otaqlı, 100 m², 4/18 mərtəbə",2,100,1199,https://bina.az/items/5380002
"Elan №5691361 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 112 m², 9/15 mərtəbə",3,112,2000,https://bina.az/items/5691361
"Elan №5756931 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 185 m², 10/20 mərtəbə",4,185,2100,https://bina.az/items/5756931
"Elan №5579980 - Bakı, Elmlər Akademiyası m., 4 otaqlı, 140 m², 3/18 mərtəbə",4,140,1200,https://bina.az/items/5579980
"Elan №5766383 - Bakı, Qara Qarayev m., 2 otaqlı, 70 m², 2/5 mərtəbə",2,70,600,https://bina.az/items/5766383
"Elan №5644984 - Bakı, Gənclik m., 2 otaqlı, 96 m², 14/22 mərtəbə",2,96,1000,https://bina.az/items/5644984
"Elan №5630107 - Bakı, Nizami m., 4 otaqlı, 190 m², 9/10 mərtəbə",4,190,1900,https://bina.az/items/5630107
"Elan №5767104 - Bakı, Nizami m., 2 otaqlı, 75 m², 6/18 mərtəbə",2,75,900,https://bina.az/items/5767104
"Elan №5767103 - Bakı, Dərnəgül m., 3 otaqlı, 85 m², 6/16 mərtəbə",3,85,850,https://bina.az/items/5767103
"Elan №5272483 - Bakı, Nəsimi r., 2 otaqlı, 104 m², 7/14 mərtəbə",2,104,1500,https://bina.az/items/5272483
"Elan №5767096 - Bakı, Gənclik m., 2 otaqlı, 50 m², 2/9 mərtəbə",2,50,750,https://bina.az/items/5767096
"Elan №5762207 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 5/12 mərtəbə",2,50,700,https://bina.az/items/5762207
"Elan №5527841 - Bakı, Nərimanov r., 3 otaqlı, 140 m², 2/16 mərtəbə",3,140,1500,https://bina.az/items/5527841
"Elan №5567037 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 9/15 mərtəbə",2,50,650,https://bina.az/items/5567037
"Elan №5767089 - Bakı, Azadlıq Prospekti m., 4 otaqlı, 110 m², 3/9 mərtəbə",4,110,800,https://bina.az/items/5767089
"Elan №5754665 - Bakı, Qara Qarayev m., 2 otaqlı, 98 m², 14/17 mərtəbə",2,98,900,https://bina.az/items/5754665
"Elan №5767087 - Bakı, Nizami m., 2 otaqlı, 80 m², 2/9 mərtəbə",2,80,800,https://bina.az/items/5767087
"Elan №5767085 - Sumqayıt, Sumqayıt, 2 otaqlı, 60 m², 12/13 mərtəbə",2,60,450,https://bina.az/items/5767085
"Elan №5767084 - Bakı, 28 May m., 2 otaqlı, 83 m², 7/17 mərtəbə",2,83,1200,https://bina.az/items/5767084
"Elan №5767079 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 125 m², 13/17 mərtəbə",3,125,1300,https://bina.az/items/5767079
"Elan №5767073 - Bakı, 28 May m., 4 otaqlı, 215 m², 7/20 mərtəbə",4,215,2000,https://bina.az/items/5767073
"Elan №5767071 - Bakı, Nizami m., 4 otaqlı, 200 m², 13/18 mərtəbə",4,200,2500,https://bina.az/items/5767071
"Elan №5765364 - Bakı, Böyükşor q., 5 otaqlı, 265 m², 5/9 mərtəbə",5,265,5200,https://bina.az/items/5765364
"Elan №5767063 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 115 m², 8/16 mərtəbə",3,115,1099,https://bina.az/items/5767063
"Elan №5767061 - Bakı, Yasamal q., 2 otaqlı, 50 m², 18/20 mərtəbə",2,50,670,https://bina.az/items/5767061
"Elan №5763291 - Bakı, Memar Əcəmi m., 2 otaqlı, 60 m², 5/5 mərtəbə",2,60,500,https://bina.az/items/5763291
"Elan №5729344 - Bakı, Xətai r., 3 otaqlı, 150 m², 6/6 mərtəbə",3,150,1500,https://bina.az/items/5729344
"Elan №5767059 - Bakı, Nəsimi r., 2 otaqlı, 90 m², 6/21 mərtəbə",2,90,950,https://bina.az/items/5767059
"Elan №5726269 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 110 m², 11/17 mərtəbə",3,110,1400,https://bina.az/items/5726269
"Elan №5767058 - Bakı, İnşaatçılar m., 3 otaqlı, 100 m², 8/14 mərtəbə",3,100,200,https://bina.az/items/5767058
"Elan №5572996 - Bakı, Dərnəgül m., 2 otaqlı, 85 m², 14/16 mərtəbə",2,85,800,https://bina.az/items/5572996
"Elan №5682051 - Bakı, 28 May m., 2 otaqlı, 80 m², 7/16 mərtəbə",2,80,1000,https://bina.az/items/5682051
"Elan №5706211 - Bakı, Ağ şəhər q., 2 otaqlı, 70 m², 6/20 mərtəbə",2,70,1300,https://bina.az/items/5706211
"Elan №5767051 - Bakı, 28 May m., 4 otaqlı, 215 m², 9/20 mərtəbə",4,215,2000,https://bina.az/items/5767051
"Elan №5764241 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 5/16 mərtəbə",2,55,900,https://bina.az/items/5764241
"Elan №5758608 - Bakı, Yeni Yasamal q., 3 otaqlı, 110 m², 4/19 mərtəbə",3,110,950,https://bina.az/items/5758608
"Elan №5629566 - Bakı, Sahil m., 2 otaqlı, 55 m², 3/3 mərtəbə",2,55,1200,https://bina.az/items/5629566
"Elan №5767048 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 40 m², 1/4 mərtəbə",2,40,700,https://bina.az/items/5767048
"Elan №5724179 - Bakı, 28 May m., 2 otaqlı, 90 m², 2/17 mərtəbə",2,90,1300,https://bina.az/items/5724179
"Elan №5752156 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 140 m², 1/4 mərtəbə",4,140,1050,https://bina.az/items/5752156
"Elan №5734234 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 15/17 mərtəbə",2,50,650,https://bina.az/items/5734234
"Elan №5767041 - Bakı, Həzi Aslanov m., 2 otaqlı, 60 m², 8/10 mərtəbə",2,60,500,https://bina.az/items/5767041
"Elan №5726010 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/16 mərtəbə",2,65,750,https://bina.az/items/5726010
"Elan №5764511 - Bakı, Nərimanov r., 3 otaqlı, 142 m², 4/16 mərtəbə",3,142,1000,https://bina.az/items/5764511
"Elan №5301258 - Bakı, Dərnəgül m., 3 otaqlı, 90 m², 8/17 mərtəbə",3,90,800,https://bina.az/items/5301258
"Elan №5767032 - Bakı, Nəsimi m., 3 otaqlı, 120 m², 9/17 mərtəbə",3,120,700,https://bina.az/items/5767032
"Elan №5728812 - Bakı, Nəsimi r., 4 otaqlı, 175 m², 3/12 mərtəbə",4,175,2800,https://bina.az/items/5728812
"Elan №5759725 - Bakı, Nərimanov r., 1 otaqlı, 50 m², 8/14 mərtəbə",1,50,700,https://bina.az/items/5759725
"Elan №5767029 - Bakı, İnşaatçılar m., 3 otaqlı, 116 m², 16/16 mərtəbə",3,116,850,https://bina.az/items/5767029
"Elan №5767020 - Bakı, Gənclik m., 3 otaqlı, 140 m², 7/16 mərtəbə",3,140,1800,https://bina.az/items/5767020
"Elan №5433615 - Bakı, İçəri Şəhər m., 2 otaqlı, 50 m², 1/1 mərtəbə",2,50,750,https://bina.az/items/5433615
"Elan №5767018 - Bakı, 20 Yanvar m., 2 otaqlı, 110 m², 3/16 mərtəbə",2,110,800,https://bina.az/items/5767018
"Elan №5699654 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 150 m², 13/18 mərtəbə",4,150,1600,https://bina.az/items/5699654
"Elan №5767017 - Bakı, 8 Noyabr m., 2 otaqlı, 70 m², 9/27 mərtəbə",2,70,1000,https://bina.az/items/5767017
"Elan №5761968 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 3/20 mərtəbə",2,55,700,https://bina.az/items/5761968
"Elan №5749614 - Bakı, Əhmədli m., 3 otaqlı, 80 m², 6/8 mərtəbə",3,80,650,https://bina.az/items/5749614
"Elan №5748117 - Bakı, Ağ şəhər q., 3 otaqlı, 147 m², 4/7 mərtəbə",3,147,2200,https://bina.az/items/5748117
"Elan №5767010 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 65 m², 4/5 mərtəbə",2,65,850,https://bina.az/items/5767010
"Elan №5767009 - Bakı, Sea Breeze q., 3 otaqlı, 105 m², 2/5 mərtəbə",3,105,1550,https://bina.az/items/5767009
"Elan №5730987 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 145 m², 3/17 mərtəbə",3,145,1550,https://bina.az/items/5730987
"Elan №5672045 - Bakı, 20 Yanvar m., 2 otaqlı, 70 m², 17/19 mərtəbə",2,70,750,https://bina.az/items/5672045
"Elan №5692239 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 90 m², 5/19 mərtəbə",2,90,2000,https://bina.az/items/5692239
"Elan №5672103 - Bakı, 20 Yanvar m., 3 otaqlı, 115 m², 7/17 mərtəbə",3,115,1100,https://bina.az/items/5672103
"Elan №5767002 - Bakı, 8 Noyabr m., 3 otaqlı, 148 m², 12/27 mərtəbə",3,148,2800,https://bina.az/items/5767002
"Elan №5767003 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 5/5 mərtəbə",2,60,650,https://bina.az/items/5767003
"Elan №5216651 - Bakı, Ağ şəhər q., 2 otaqlı, 65 m², 6/20 mərtəbə",2,65,1300,https://bina.az/items/5216651
"Elan №5766996 - Bakı, 28 May m., 2 otaqlı, 104 m², 6/25 mərtəbə",2,104,800,https://bina.az/items/5766996
"Elan №5047310 - Bakı, 28 May m., 2 otaqlı, 95 m², 8/22 mərtəbə",2,95,1800,https://bina.az/items/5047310
"Elan №5745914 - Bakı, Nəsimi r., 2 otaqlı, 60 m², 6/12 mərtəbə",2,60,1200,https://bina.az/items/5745914
"Elan №5766994 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 65 m², 5/7 mərtəbə",2,65,850,https://bina.az/items/5766994
"Elan №5746071 - Bakı, Ağ şəhər q., 3 otaqlı, 127 m², 4/7 mərtəbə",3,127,2100,https://bina.az/items/5746071
"Elan №5706748 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 116 m², 8/14 mərtəbə",3,116,1500,https://bina.az/items/5706748
"Elan №5766992 - Bakı, İnşaatçılar m., 3 otaqlı, 120 m², 17/17 mərtəbə",3,120,800,https://bina.az/items/5766992
"Elan №5665477 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 85 m², 13/21 mərtəbə",2,85,1000,https://bina.az/items/5665477
"Elan №5766954 - Bakı, 8 Noyabr m., 3 otaqlı, 106 m², 5/22 mərtəbə",3,106,1450,https://bina.az/items/5766954
"Elan №5748089 - Bakı, Ağ şəhər q., 3 otaqlı, 105 m², 4/8 mərtəbə",3,105,1700,https://bina.az/items/5748089
"Elan №5766975 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 112 m², 8/16 mərtəbə",3,112,1200,https://bina.az/items/5766975
"Elan №5273988 - Bakı, Gənclik m., 2 otaqlı, 65 m², 4/10 mərtəbə",2,65,700,https://bina.az/items/5273988
"Elan №5766974 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 70 m², 2/4 mərtəbə",3,70,750,https://bina.az/items/5766974
"Elan №5766972 - Xırdalan, Xırdalan, 2 otaqlı, 55 m², 9/12 mərtəbə",2,55,130,https://bina.az/items/5766972
"Elan №5766968 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 100 m², 10/16 mərtəbə",2,100,800,https://bina.az/items/5766968
"Elan №5751069 - Bakı, Gənclik m., 2 otaqlı, 74 m², 8/16 mərtəbə",2,74,1100,https://bina.az/items/5751069
"Elan №5766961 - Bakı, İçəri Şəhər m., 3 otaqlı, 86 m², 4/5 mərtəbə",3,86,850,https://bina.az/items/5766961
"Elan №5756540 - Bakı, Nizami m., 2 otaqlı, 65 m², 6/6 mərtəbə",2,65,1500,https://bina.az/items/5756540
"Elan №5691462 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 160 m², 6/10 mərtəbə",3,160,1000,https://bina.az/items/5691462
"Elan №5764262 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 200 m², 13/24 mərtəbə",4,200,250,https://bina.az/items/5764262
"Elan №5621778 - Bakı, 28 May m., 20 otaqlı, 1000 m², 1/16 mərtəbə",20,1000,27000,https://bina.az/items/5621778
"Elan №5728364 - Bakı, Ağ şəhər q., 3 otaqlı, 145 m², 3/4 mərtəbə",3,145,2000,https://bina.az/items/5728364
"Elan №5727527 - Bakı, Nizami m., 2 otaqlı, 60 m², 13/16 mərtəbə",2,60,1550,https://bina.az/items/5727527
"Elan №5750951 - Bakı, Nizami m., 3 otaqlı, 160 m², 7/8 mərtəbə",3,160,1199,https://bina.az/items/5750951
"Elan №5738581 - Bakı, Nizami m., 3 otaqlı, 170 m², 7/8 mərtəbə",3,170,1300,https://bina.az/items/5738581
"Elan №5757565 - Bakı, Yasamal r., 2 otaqlı, 60 m², 6/16 mərtəbə",2,60,680,https://bina.az/items/5757565
"Elan №5448138 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 2/9 mərtəbə",2,60,650,https://bina.az/items/5448138
"Elan №5488969 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 62 m², 4/16 mərtəbə",2,62,999,https://bina.az/items/5488969
"Elan №5766953 - Bakı, Yeni Günəşli q., 1 otaqlı, 40 m², 2/9 mərtəbə",1,40,400,https://bina.az/items/5766953
"Elan №5736495 - Bakı, Nəsimi r., 2 otaqlı, 105 m², 4/17 mərtəbə",2,105,1100,https://bina.az/items/5736495
"Elan №5370350 - Bakı, Ağ şəhər q., 3 otaqlı, 111 m², 3/6 mərtəbə",3,111,3000,https://bina.az/items/5370350
"Elan №5765600 - Bakı, Əhmədli m., 2 otaqlı, 56 m², 3/15 mərtəbə",2,56,495,https://bina.az/items/5765600
"Elan №5329932 - Bakı, Nizami m., 3 otaqlı, 100 m², 7/16 mərtəbə",3,100,2000,https://bina.az/items/5329932
"Elan №5757464 - Bakı, Səbail r., 3 otaqlı, 110 m², 6/18 mərtəbə",3,110,1600,https://bina.az/items/5757464
"Elan №5725838 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 140 m², 10/16 mərtəbə",3,140,1150,https://bina.az/items/5725838
"Elan №5766946 - Bakı, Bakmil m., 3 otaqlı, 130 m², 11/17 mərtəbə",3,130,2300,https://bina.az/items/5766946
"Elan №5022067 - Bakı, Xətai r., 3 otaqlı, 105 m², 2/7 mərtəbə",3,105,2000,https://bina.az/items/5022067
"Elan №5766943 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 110 m², 17/17 mərtəbə",3,110,1200,https://bina.az/items/5766943
"Elan №5766942 - Bakı, Yasamal q., 3 otaqlı, 120 m², 17/17 mərtəbə",3,120,800,https://bina.az/items/5766942
"Elan №5766652 - Bakı, 28 May m., 2 otaqlı, 60 m², 11/17 mərtəbə",2,60,1200,https://bina.az/items/5766652
"Elan №5766940 - Bakı, 8 Noyabr m., 2 otaqlı, 70 m², 9/27 mərtəbə",2,70,1000,https://bina.az/items/5766940
"Elan №5351430 - Bakı, Xətai r., 3 otaqlı, 120 m², 2/7 mərtəbə",3,120,3799,https://bina.az/items/5351430
"Elan №5766939 - Bakı, Ağ şəhər q., 3 otaqlı, 135 m², 5/8 mərtəbə",3,135,2500,https://bina.az/items/5766939
"Elan №5342094 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 130 m², 4/18 mərtəbə",3,130,2499,https://bina.az/items/5342094
"Elan №5761274 - Bakı, Elmlər Akademiyası m., 4 otaqlı, 180 m², 20/27 mərtəbə",4,180,3000,https://bina.az/items/5761274
"Elan №5766933 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 220 m², 22/25 mərtəbə",3,220,2500,https://bina.az/items/5766933
"Elan №5407224 - Bakı, 28 May m., 2 otaqlı, 60 m², 6/24 mərtəbə",2,60,1699,https://bina.az/items/5407224
"Elan №5615547 - Bakı, 28 May m., 4 otaqlı, 180 m², 15/22 mərtəbə",4,180,1600,https://bina.az/items/5615547
"Elan №5766923 - Bakı, Biləcəri q., 2 otaqlı, 35 m², 2/5 mərtəbə",2,35,350,https://bina.az/items/5766923
"Elan №5290024 - Bakı, Sahil m., 2 otaqlı, 55 m², 4/5 mərtəbə",2,55,1100,https://bina.az/items/5290024
"Elan №5341956 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 130 m², 8/16 mərtəbə",3,130,1800,https://bina.az/items/5341956
"Elan №5024789 - Bakı, Ağ şəhər q., 3 otaqlı, 200 m², 4/7 mərtəbə",3,200,2500,https://bina.az/items/5024789
"Elan №5510861 - Bakı, Gənclik m., 2 otaqlı, 90 m², 17/18 mərtəbə",2,90,1500,https://bina.az/items/5510861
"Elan №5766921 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 85 m², 1/5 mərtəbə",3,85,790,https://bina.az/items/5766921
"Elan №5427853 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 70 m², 9/22 mərtəbə",2,70,1600,https://bina.az/items/5427853
"Elan №5515465 - Bakı, Nərimanov r., 3 otaqlı, 150 m², 6/13 mərtəbə",3,150,1600,https://bina.az/items/5515465
"Elan №5766918 - Bakı, İnşaatçılar m., 3 otaqlı, 122 m², 16/21 mərtəbə",3,122,900,https://bina.az/items/5766918
"Elan №5605976 - Bakı, Nizami m., 2 otaqlı, 80 m², 8/11 mərtəbə",2,80,1600,https://bina.az/items/5605976
"Elan №5766916 - Bakı, Gənclik m., 2 otaqlı, 45 m², 12/16 mərtəbə",2,45,700,https://bina.az/items/5766916
"Elan №4918327 - Bakı, 28 May m., 3 otaqlı, 120 m², 14/17 mərtəbə",3,120,2000,https://bina.az/items/4918327
"Elan №5342134 - Bakı, Ağ şəhər q., 2 otaqlı, 60 m², 4/7 mərtəbə",2,60,1799,https://bina.az/items/5342134
"Elan №4883706 - Bakı, Ağ şəhər q., 2 otaqlı, 70 m², 5/7 mərtəbə",2,70,1700,https://bina.az/items/4883706
"Elan №5766909 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 10/21 mərtəbə",2,90,800,https://bina.az/items/5766909
"Elan №5351402 - Bakı, Ağ şəhər q., 3 otaqlı, 115 m², 4/7 mərtəbə",3,115,3900,https://bina.az/items/5351402
"Elan №5320241 - Bakı, Ağ şəhər q., 3 otaqlı, 157 m², 3/20 mərtəbə",3,157,4000,https://bina.az/items/5320241
"Elan №5635381 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 150 m², 4/7 mərtəbə",4,150,2500,https://bina.az/items/5635381
"Elan №5766905 - Bakı, 7-ci mikrorayon q., 2 otaqlı, 80 m², 1/9 mərtəbə",2,80,600,https://bina.az/items/5766905
"Elan №5766904 - Bakı, Memar Əcəmi m., 2 otaqlı, 55 m², 5/5 mərtəbə",2,55,500,https://bina.az/items/5766904
"Elan №5690398 - Bakı, Ağ şəhər q., 3 otaqlı, 120 m², 4/6 mərtəbə",3,120,3499,https://bina.az/items/5690398
"Elan №5562059 - Bakı, 28 May m., 3 otaqlı, 90 m², 11/18 mərtəbə",3,90,1500,https://bina.az/items/5562059
"Elan №5643675 - Bakı, İçəri Şəhər m., 2 otaqlı, 90 m², 5/12 mərtəbə",2,90,2000,https://bina.az/items/5643675
"Elan №5766896 - Bakı, 28 May m., 2 otaqlı, 95 m², 13/18 mərtəbə",2,95,1000,https://bina.az/items/5766896
"Elan №5643810 - Bakı, İçəri Şəhər m., 3 otaqlı, 70 m², 2/5 mərtəbə",3,70,1200,https://bina.az/items/5643810
"Elan №5457048 - Xırdalan, Xırdalan, 2 otaqlı, 70 m², 10/11 mərtəbə",2,70,450,https://bina.az/items/5457048
"Elan №5766885 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 60 m², 5/5 mərtəbə",2,60,650,https://bina.az/items/5766885
"Elan №4880233 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 182 m², 15/20 mərtəbə",4,182,1500,https://bina.az/items/4880233
"Elan №5700124 - Bakı, Sahil m., 2 otaqlı, 61 m², 11/25 mərtəbə",2,61,1800,https://bina.az/items/5700124
"Elan №5766882 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 110 m², 7/9 mərtəbə",3,110,1000,https://bina.az/items/5766882
"Elan №5766880 - Bakı, 8 Noyabr m., 3 otaqlı, 105 m², 5/22 mərtəbə",3,105,1450,https://bina.az/items/5766880
"Elan №5766881 - Bakı, Nərimanov r., 2 otaqlı, 70 m², 4/18 mərtəbə",2,70,1100,https://bina.az/items/5766881
"Elan №5697022 - Bakı, Ağ şəhər q., 3 otaqlı, 140 m², 5/7 mərtəbə",3,140,1999,https://bina.az/items/5697022
"Elan №5704315 - Bakı, 28 May m., 2 otaqlı, 78 m², 6/20 mərtəbə",2,78,2500,https://bina.az/items/5704315
"Elan №5239638 - Bakı, Ağ şəhər q., 3 otaqlı, 115 m², 5/7 mərtəbə",3,115,1999,https://bina.az/items/5239638
"Elan №5766879 - Bakı, Nizami m., 3 otaqlı, 115 m², 12/12 mərtəbə",3,115,1000,https://bina.az/items/5766879
"Elan №5766877 - Bakı, 28 May m., 3 otaqlı, 145 m², 11/19 mərtəbə",3,145,1200,https://bina.az/items/5766877
"Elan №5714015 - Bakı, Gənclik m., 4 otaqlı, 160 m², 9/16 mərtəbə",4,160,1200,https://bina.az/items/5714015
"Elan №5766870 - Bakı, Ağ şəhər q., 2 otaqlı, 60 m², 5/6 mərtəbə",2,60,1300,https://bina.az/items/5766870
"Elan №5766865 - Bakı, 8 Noyabr m., 2 otaqlı, 70 m², 11/27 mərtəbə",2,70,950,https://bina.az/items/5766865
"Elan №5734463 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 75 m², 17/22 mərtəbə",2,75,1000,https://bina.az/items/5734463
"Elan №5720230 - Bakı, Həzi Aslanov m., 3 otaqlı, 117 m², 2/16 mərtəbə",3,117,600,https://bina.az/items/5720230
"Elan №5751002 - Bakı, Xətai r., 2 otaqlı, 58 m², 5/5 mərtəbə",2,58,500,https://bina.az/items/5751002
"Elan №5766862 - Bakı, Nəsimi r., 4 otaqlı, 180 m², 7/7 mərtəbə",4,180,3800,https://bina.az/items/5766862
"Elan №5652621 - Bakı, Nəriman Nərimanov m., 7 otaqlı, 400 m², 9/9 mərtəbə",7,400,2500,https://bina.az/items/5652621
"Elan №5762492 - Bakı, Sahil m., 2 otaqlı, 70 m², 4/4 mərtəbə",2,70,800,https://bina.az/items/5762492
"Elan №5731012 - Bakı, Əhmədli q., 2 otaqlı, 50 m², 14/19 mərtəbə",2,50,700,https://bina.az/items/5731012
"Elan №5766856 - Bakı, Badamdar q., 2 otaqlı, 68 m², 10/12 mərtəbə",2,68,600,https://bina.az/items/5766856
"Elan №5766855 - Bakı, 8 Noyabr m., 3 otaqlı, 150 m², 19/27 mərtəbə",3,150,1550,https://bina.az/items/5766855
"Elan №5758903 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 76 m², 8/18 mərtəbə",2,76,900,https://bina.az/items/5758903
"Elan №5740594 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 55 m², 6/6 mərtəbə",2,55,1650,https://bina.az/items/5740594
