location,rooms,area_m2,price,url
"Elan №5759283 - Bakı, Nəsimi r., 2 otaqlı, 65 m², 2/5 mərtəbə",2,65,700,https://bina.az/items/5759283
"Elan №5724007 - Bakı, Nəsimi r., 3 otaqlı, 180 m², 8/16 mərtəbə",3,180,1200,https://bina.az/items/5724007
"Elan №5759279 - Bakı, Həzi Aslanov m., 2 otaqlı, 65 m², 9/13 mərtəbə",2,65,500,https://bina.az/items/5759279
"Elan №5675471 - Bakı, Ağ şəhər q., 3 otaqlı, 120 m², 10/20 mərtəbə",3,120,2500,https://bina.az/items/5675471
"Elan №5759275 - Bakı, Neftçilər m., 2 otaqlı, 96 m², 15/18 mərtəbə",2,96,700,https://bina.az/items/5759275
"Elan №5759266 - Bakı, Nəsimi r., 3 otaqlı, 130 m², 6/17 mərtəbə",3,130,2200,https://bina.az/items/5759266
"Elan №5759268 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 73 m², 14/18 mərtəbə",2,73,1200,https://bina.az/items/5759268
"Elan №5759263 - Bakı, Yasamal r., 3 otaqlı, 84 m², 6/12 mərtəbə",3,84,700,https://bina.az/items/5759263
"Elan №5759265 - Bakı, Masazır q., 3 otaqlı, 62 m², 6/6 mərtəbə",3,62,360,https://bina.az/items/5759265
"Elan №5759264 - Bakı, Həzi Aslanov m., 2 otaqlı, 60 m², 4/9 mərtəbə",2,60,600,https://bina.az/items/5759264
"Elan №5759257 - Bakı, Masazır q., 2 otaqlı, 72 m², 4/6 mərtəbə",2,72,400,https://bina.az/items/5759257
"Elan №5759253 - Bakı, İnşaatçılar m., 2 otaqlı, 94 m², 13/20 mərtəbə",2,94,700,https://bina.az/items/5759253
"Elan №5759254 - Bakı, Nəsimi r., 2 otaqlı, 60 m², 4/9 mərtəbə",2,60,500,https://bina.az/items/5759254
"Elan №5759251 - Bakı, Sahil m., 3 otaqlı, 90 m², 2/5 mərtəbə",3,90,1200,https://bina.az/items/5759251
"Elan №5744791 - Bakı, Səbail r., 2 otaqlı, 55 m², 1/3 mərtəbə",2,55,450,https://bina.az/items/5744791
"Elan №5744333 - Bakı, Nəsimi r., 3 otaqlı, 130 m², 6/17 mərtəbə",3,130,2200,https://bina.az/items/5744333
"Elan №5759247 - Bakı, 20 Yanvar m., 3 otaqlı, 110 m², 14/20 mərtəbə",3,110,1200,https://bina.az/items/5759247
"Elan №5759246 - Bakı, 28 May m., 1 otaqlı, 50 m², 2/3 mərtəbə",1,50,600,https://bina.az/items/5759246
"Elan №5745889 - Bakı, Ağ şəhər q., 2 otaqlı, 82 m², 2/7 mərtəbə",2,82,1100,https://bina.az/items/5745889
"Elan №5759242 - Bakı, Həzi Aslanov m., 3 otaqlı, 100 m², 3/10 mərtəbə",3,100,620,https://bina.az/items/5759242
"Elan №5754298 - Bakı, Memar Əcəmi m., 1 otaqlı, 35 m², 2/5 mərtəbə",1,35,450,https://bina.az/items/5754298
"Elan №5683817 - Bakı, Nəsimi r., 2 otaqlı, 106 m², 5/16 mərtəbə",2,106,1200,https://bina.az/items/5683817
"Elan №5738402 - Bakı, 20 Yanvar m., 3 otaqlı, 85 m², 5/16 mərtəbə",3,85,850,https://bina.az/items/5738402
"Elan №5759233 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 60 m², 4/14 mərtəbə",2,60,800,https://bina.az/items/5759233
"Elan №5759231 - Bakı, Həzi Aslanov m., 2 otaqlı, 90 m², 5/18 mərtəbə",2,90,140,https://bina.az/items/5759231
"Elan №5759225 - Bakı, Xətai r., 2 otaqlı, 60 m², 5/7 mərtəbə",2,60,2200,https://bina.az/items/5759225
"Elan №5759226 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 145 m², 10/18 mərtəbə",3,145,1850,https://bina.az/items/5759226
"Elan №5759218 - Bakı, Memar Əcəmi m., 2 otaqlı, 65 m², 7/9 mərtəbə",2,65,550,https://bina.az/items/5759218
"Elan №5759219 - Bakı, Həzi Aslanov m., 2 otaqlı, 87 m², 9/18 mərtəbə",2,87,750,https://bina.az/items/5759219
"Elan №5759216 - Bakı, Yasamal q., 3 otaqlı, 70 m², 3/12 mərtəbə",3,70,700,https://bina.az/items/5759216
"Elan №5690859 - Bakı, Xətai r., 3 otaqlı, 122 m², 4/7 mərtəbə",3,122,2100,https://bina.az/items/5690859
"Elan №5745170 - Bakı, İnşaatçılar m., 2 otaqlı, 40 m², 9/16 mərtəbə",2,40,600,https://bina.az/items/5745170
"Elan №5759208 - Bakı, Nəsimi r., 3 otaqlı, 125 m², 7/17 mərtəbə",3,125,2200,https://bina.az/items/5759208
"Elan №5748305 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 6/16 mərtəbə",2,50,650,https://bina.az/items/5748305
"Elan №5759197 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 80 m², 8/17 mərtəbə",3,80,1490,https://bina.az/items/5759197
"Elan №5759195 - Bakı, Memar Əcəmi m., 2 otaqlı, 48 m², 4/5 mərtəbə",2,48,450,https://bina.az/items/5759195
"Elan №5759193 - Bakı, Həzi Aslanov m., 2 otaqlı, 75 m², 1/9 mərtəbə",2,75,550,https://bina.az/items/5759193
"Elan №5371553 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 100 m², 24/24 mərtəbə",2,100,1250,https://bina.az/items/5371553
"Elan №5759186 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 110 m², 24/24 mərtəbə",2,110,1150,https://bina.az/items/5759186
"Elan №5683156 - Bakı, 28 May m., 3 otaqlı, 125 m², 9/17 mərtəbə",3,125,1550,https://bina.az/items/5683156
"Elan №5647626 - Bakı, Nəsimi r., 3 otaqlı, 100 m², 8/18 mərtəbə",3,100,1600,https://bina.az/items/5647626
"Elan №5759175 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 154 m², 8/16 mərtəbə",3,154,800,https://bina.az/items/5759175
"Elan №5759174 - Bakı, 20 Yanvar m., 2 otaqlı, 120 m², 14/18 mərtəbə",2,120,849,https://bina.az/items/5759174
"Elan №5759171 - Bakı, Nizami r., 2 otaqlı, 100 m², 15/18 mərtəbə",2,100,649,https://bina.az/items/5759171
"Elan №5759172 - Bakı, 20 Yanvar m., 3 otaqlı, 110 m², 10/16 mərtəbə",3,110,699,https://bina.az/items/5759172
"Elan №5759168 - Bakı, 28 May m., 6 otaqlı, 225 m², 3/21 mərtəbə",6,225,2400,https://bina.az/items/5759168
"Elan №5759166 - Bakı, 28 May m., 3 otaqlı, 140 m², 10/17 mərtəbə",3,140,1500,https://bina.az/items/5759166
"Elan №5759165 - Bakı, Memar Əcəmi m., 2 otaqlı, 55 m², 4/5 mərtəbə",2,55,450,https://bina.az/items/5759165
"Elan №5759160 - Bakı, 5-ci mikrorayon q., 2 otaqlı, 65 m², 4/6 mərtəbə",2,65,560,https://bina.az/items/5759160
"Elan №5759161 - Bakı, Nəsimi r., 3 otaqlı, 130 m², 6/17 mərtəbə",3,130,2200,https://bina.az/items/5759161
"Elan №5580643 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 100 m², 6/17 mərtəbə",2,100,850,https://bina.az/items/5580643
"Elan №5759159 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 130 m², 8/17 mərtəbə",3,130,2500,https://bina.az/items/5759159
"Elan №5659240 - Bakı, Sahil m., 2 otaqlı, 70 m², 3/4 mərtəbə",2,70,1300,https://bina.az/items/5659240
"Elan №5759158 - Bakı, 20 Yanvar m., 3 otaqlı, 110 m², 8/16 mərtəbə",3,110,1199,https://bina.az/items/5759158
"Elan №5601209 - Bakı, 28 May m., 3 otaqlı, 95 m², 7/16 mərtəbə",3,95,2500,https://bina.az/items/5601209
"Elan №5360762 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 150 m², 15/17 mərtəbə",3,150,1200,https://bina.az/items/5360762
"Elan №5759149 - Bakı, Sahil m., 2 otaqlı, 60 m², 2/3 mərtəbə",2,60,1100,https://bina.az/items/5759149
"Elan №5759151 - Bakı, Azadlıq Prospekti m., 4 otaqlı, 110 m², 3/9 mərtəbə",4,110,800,https://bina.az/items/5759151
"Elan №5759144 - Bakı, Neftçilər m., 3 otaqlı, 100 m², 8/12 mərtəbə",3,100,750,https://bina.az/items/5759144
"Elan №5759143 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 8/16 mərtəbə",2,60,1100,https://bina.az/items/5759143
"Elan №5759141 - Bakı, Nəsimi r., 4 otaqlı, 95 m², 4/5 mərtəbə",4,95,1000,https://bina.az/items/5759141
"Elan №5759134 - Bakı, Masazır q., 1 otaqlı, 42 m², 4/4 mərtəbə",1,42,380,https://bina.az/items/5759134
"Elan №5759131 - Bakı, Xətai r., 2 otaqlı, 106 m², 4/6 mərtəbə",2,106,2500,https://bina.az/items/5759131
"Elan №5747642 - Bakı, Memar Əcəmi m., 2 otaqlı, 35 m², 3/5 mərtəbə",2,35,400,https://bina.az/items/5747642
"Elan №5759128 - Bakı, Sahil m., 2 otaqlı, 70 m², 8/8 mərtəbə",2,70,800,https://bina.az/items/5759128
"Elan №5759125 - Bakı, Nizami m., 3 otaqlı, 120 m², 12/17 mərtəbə",3,120,2500,https://bina.az/items/5759125
"Elan №5751653 - Bakı, Yasamal r., 2 otaqlı, 56 m², 9/14 mərtəbə",2,56,500,https://bina.az/items/5751653
"Elan №5759123 - Bakı, Nərimanov r., 2 otaqlı, 50 m², 2/5 mərtəbə",2,50,650,https://bina.az/items/5759123
"Elan №5759122 - Bakı, Nəsimi r., 1 otaqlı, 50 m², 2/3 mərtəbə",1,50,600,https://bina.az/items/5759122
"Elan №5759110 - Bakı, Nərimanov r., 3 otaqlı, 100 m², 1/1 mərtəbə",3,100,850,https://bina.az/items/5759110
"Elan №5759108 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 80 m², 1/5 mərtəbə",3,80,650,https://bina.az/items/5759108
"Elan №5759104 - Bakı, Nardaran q., 1 otaqlı, 60 m², 4/7 mərtəbə",1,60,1200,https://bina.az/items/5759104
"Elan №5759105 - Bakı, 8-ci kilometr q., 2 otaqlı, 30 m², 5/16 mərtəbə",2,30,670,https://bina.az/items/5759105
"Elan №5727069 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 10/16 mərtəbə",2,65,750,https://bina.az/items/5727069
"Elan №5749264 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 75 m², 8/18 mərtəbə",2,75,1300,https://bina.az/items/5749264
"Elan №5759074 - Bakı, Masazır q., 2 otaqlı, 73 m², 1/6 mərtəbə",2,73,350,https://bina.az/items/5759074
"Elan №5752366 - Bakı, Xətai r., 3 otaqlı, 120 m², 12/20 mərtəbə",3,120,1500,https://bina.az/items/5752366
"Elan №5759096 - Bakı, 8 Noyabr m., 2 otaqlı, 56 m², 14/16 mərtəbə",2,56,1000,https://bina.az/items/5759096
"Elan №5759095 - Bakı, 28 May m., 3 otaqlı, 120 m², 7/10 mərtəbə",3,120,1500,https://bina.az/items/5759095
"Elan №5759092 - Bakı, İnşaatçılar m., 3 otaqlı, 150 m², 3/12 mərtəbə",3,150,1000,https://bina.az/items/5759092
"Elan №5759082 - Bakı, 8 Noyabr m., 4 otaqlı, 100 m², 2/9 mərtəbə",4,100,800,https://bina.az/items/5759082
"Elan №5759083 - Bakı, Xətai r., 3 otaqlı, 103 m², 3/7 mərtəbə",3,103,2200,https://bina.az/items/5759083
"Elan №5759073 - Bakı, Memar Əcəmi m., 1 otaqlı, 30 m², 1/5 mərtəbə",1,30,450,https://bina.az/items/5759073
"Elan №5708515 - Bakı, Ağ şəhər q., 3 otaqlı, 91 m², 4/7 mərtəbə",3,91,1500,https://bina.az/items/5708515
"Elan №5759069 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 60 m², 14/19 mərtəbə",2,60,900,https://bina.az/items/5759069
"Elan №4664739 - Bakı, Sahil m., 7 otaqlı, 350 m², 2/4 mərtəbə",7,350,6000,https://bina.az/items/4664739
"Elan №5759059 - Bakı, Saray q., 2 otaqlı, 70 m², 1/14 mərtəbə",2,70,400,https://bina.az/items/5759059
"Elan №5754660 - Bakı, İnşaatçılar m., 3 otaqlı, 135 m², 14/16 mərtəbə",3,135,1000,https://bina.az/items/5754660
"Elan №5759044 - Bakı, 28 May m., 4 otaqlı, 172 m², 15/22 mərtəbə",4,172,1600,https://bina.az/items/5759044
"Elan №5647838 - Bakı, 28 May m., 4 otaqlı, 230 m², 15/18 mərtəbə",4,230,1600,https://bina.az/items/5647838
"Elan №5759047 - Bakı, Gənclik m., 4 otaqlı, 125 m², 3/16 mərtəbə",4,125,1100,https://bina.az/items/5759047
"Elan №5759045 - Bakı, 28 May m., 2 otaqlı, 75 m², 3/5 mərtəbə",2,75,1300,https://bina.az/items/5759045
"Elan №5750031 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 70 m², 9/20 mərtəbə",2,70,1200,https://bina.az/items/5750031
"Elan №5759037 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 135 m², 9/15 mərtəbə",3,135,1800,https://bina.az/items/5759037
"Elan №5759032 - Bakı, 20 Yanvar m., 3 otaqlı, 110 m², 14/16 mərtəbə",3,110,1200,https://bina.az/items/5759032
"Elan №4515407 - Bakı, 8 Noyabr m., 3 otaqlı, 145 m², 12/27 mərtəbə",3,145,1500,https://bina.az/items/4515407
"Elan №5744938 - Bakı, Ağ şəhər q., 2 otaqlı, 55 m², 6/6 mərtəbə",2,55,1500,https://bina.az/items/5744938
"Elan №5759027 - Bakı, Dərnəgül m., 2 otaqlı, 70 m², 10/16 mərtəbə",2,70,750,https://bina.az/items/5759027
"Elan №5759025 - Bakı, Xalqlar Dostluğu m., 2 otaqlı, 60 m², 2/5 mərtəbə",2,60,750,https://bina.az/items/5759025
"Elan №5609542 - Bakı, Gənclik m., 3 otaqlı, 140 m², 8/16 mərtəbə",3,140,1500,https://bina.az/items/5609542
"Elan №5759016 - Bakı, Xətai r., 2 otaqlı, 106 m², 4/6 mərtəbə",2,106,2700,https://bina.az/items/5759016
"Elan №5519960 - Bakı, Ağ şəhər q., 2 otaqlı, 81 m², 3/7 mərtəbə",2,81,1800,https://bina.az/items/5519960
"Elan №4901598 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 86 m², 2/7 mərtəbə",2,86,1100,https://bina.az/items/4901598
"Elan №5739521 - Bakı, Neftçilər m., 3 otaqlı, 82 m², 4/5 mərtəbə",3,82,650,https://bina.az/items/5739521
"Elan №5335109 - Bakı, Nizami m., 5 otaqlı, 180 m², 10/18 mərtəbə",5,180,1700,https://bina.az/items/5335109
"Elan №5759008 - Bakı, Badamdar q., 2 otaqlı, 105 m², 10/16 mərtəbə",2,105,900,https://bina.az/items/5759008
"Elan №5758970 - Bakı, 20 Yanvar m., 3 otaqlı, 110 m², 15/18 mərtəbə",3,110,700,https://bina.az/items/5758970
"Elan №5758996 - Bakı, Azadlıq Prospekti m., 4 otaqlı, 110 m², 3/9 mərtəbə",4,110,800,https://bina.az/items/5758996
"Elan №5712519 - Bakı, Nəsimi r., 4 otaqlı, 230 m², 17/21 mərtəbə",4,230,1500,https://bina.az/items/5712519
"Elan №5712533 - Bakı, Xətai r., 3 otaqlı, 100.5 m², 6/7 mərtəbə",3,5,2200,https://bina.az/items/5712533
"Elan №5758991 - Bakı, 28 May m., 2 otaqlı, 70 m², 7/9 mərtəbə",2,70,1000,https://bina.az/items/5758991
"Elan №5758992 - Bakı, Nəsimi r., 3 otaqlı, 90 m², 2/5 mərtəbə",3,90,1200,https://bina.az/items/5758992
"Elan №5758988 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 50 m², 2/5 mərtəbə",2,50,850,https://bina.az/items/5758988
"Elan №5758987 - Bakı, Hövsan q., 2 otaqlı, 60 m², 4/10 mərtəbə",2,60,450,https://bina.az/items/5758987
"Elan №5712525 - Bakı, Xətai r., 3 otaqlı, 100.5 m², 6/7 mərtəbə",3,5,1600,https://bina.az/items/5712525
"Elan №5444079 - Bakı, Nəsimi r., 4 otaqlı, 152 m², 7/16 mərtəbə",4,152,1500,https://bina.az/items/5444079
"Elan №5718787 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 122 m², 14/21 mərtəbə",3,122,2499,https://bina.az/items/5718787
"Elan №5758969 - Bakı, Dərnəgül m., 2 otaqlı, 160 m², 8/18 mərtəbə",2,160,750,https://bina.az/items/5758969
"Elan №5758967 - Bakı, Gənclik m., 3 otaqlı, 135 m², 12/16 mərtəbə",3,135,1300,https://bina.az/items/5758967
"Elan №5758965 - Bakı, Qara Qarayev m., 2 otaqlı, 102 m², 16/16 mərtəbə",2,102,800,https://bina.az/items/5758965
"Elan №5758958 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 5/16 mərtəbə",2,90,800,https://bina.az/items/5758958
"Elan №5758961 - Bakı, 20 Yanvar m., 2 otaqlı, 54 m², 17/17 mərtəbə",2,54,650,https://bina.az/items/5758961
"Elan №5529438 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 120 m², 14/18 mərtəbə",3,120,1300,https://bina.az/items/5529438
"Elan №5758946 - Bakı, Nəsimi r., 2 otaqlı, 50 m², 1/2 mərtəbə",2,50,800,https://bina.az/items/5758946
"Elan №5758942 - Bakı, İnşaatçılar m., 3 otaqlı, 115 m², 14/16 mərtəbə",3,115,950,https://bina.az/items/5758942
"Elan №5758939 - Bakı, Nəsimi r., 2 otaqlı, 55 m², 2/5 mərtəbə",2,55,600,https://bina.az/items/5758939
"Elan №5758940 - Bakı, 20 Yanvar m., 3 otaqlı, 75 m², 5/16 mərtəbə",3,75,869,https://bina.az/items/5758940
"Elan №5758759 - Bakı, Sahil m., 3 otaqlı, 95 m², 3/5 mərtəbə",3,95,3100,https://bina.az/items/5758759
"Elan №5733421 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 148 m², 15/19 mərtəbə",3,148,1100,https://bina.az/items/5733421
"Elan №5758937 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 130 m², 7/16 mərtəbə",3,130,1300,https://bina.az/items/5758937
"Elan №5758936 - Bakı, 20 Yanvar m., 3 otaqlı, 120 m², 14/17 mərtəbə",3,120,1200,https://bina.az/items/5758936
"Elan №5702794 - Bakı, 28 May m., 2 otaqlı, 85 m², 10/33 mərtəbə",2,85,1700,https://bina.az/items/5702794
"Elan №5729549 - Bakı, Azadlıq Prospekti m., 4 otaqlı, 100 m², 5/9 mərtəbə",4,100,800,https://bina.az/items/5729549
"Elan №5753879 - Sumqayıt, Sumqayıt, 3 otaqlı, 99 m², 14/14 mərtəbə",3,99,450,https://bina.az/items/5753879
"Elan №5755366 - Bakı, İnşaatçılar m., 4 otaqlı, 170 m², 6/16 mərtəbə",4,170,950,https://bina.az/items/5755366
"Elan №5758923 - Bakı, Həzi Aslanov m., 3 otaqlı, 100 m², 3/10 mərtəbə",3,100,600,https://bina.az/items/5758923
"Elan №5758921 - Xırdalan, Xırdalan, 2 otaqlı, 55 m², 9/17 mərtəbə",2,55,500,https://bina.az/items/5758921
"Elan №5712786 - Bakı, Nizami m., 3 otaqlı, 170 m², 18/20 mərtəbə",3,170,1500,https://bina.az/items/5712786
"Elan №5552377 - Bakı, Nizami m., 2 otaqlı, 100 m², 3/16 mərtəbə",2,100,700,https://bina.az/items/5552377
"Elan №5758910 - Bakı, Nizami m., 3 otaqlı, 115 m², 11/16 mərtəbə",3,115,2550,https://bina.az/items/5758910
"Elan №5754651 - Bakı, İnşaatçılar m., 3 otaqlı, 130 m², 14/16 mərtəbə",3,130,1000,https://bina.az/items/5754651
"Elan №5750098 - Bakı, Nəsimi r., 2 otaqlı, 55.7 m², 7/17 mərtəbə",2,7,800,https://bina.az/items/5750098
"Elan №5758906 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 50 m², 5/16 mərtəbə",2,50,1000,https://bina.az/items/5758906
"Elan №5758904 - Bakı, Dərnəgül m., 2 otaqlı, 70 m², 10/16 mərtəbə",2,70,750,https://bina.az/items/5758904
"Elan №5758872 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 106 m², 6/16 mərtəbə",3,106,1100,https://bina.az/items/5758872
"Elan №5758900 - Bakı, Həzi Aslanov m., 2 otaqlı, 83 m², 14/15 mərtəbə",2,83,750,https://bina.az/items/5758900
"Elan №5682582 - Bakı, Ağ şəhər q., 2 otaqlı, 50 m², 5/6 mərtəbə",2,50,1400,https://bina.az/items/5682582
"Elan №5758890 - Bakı, Nəsimi r., 2 otaqlı, 75 m², 6/10 mərtəbə",2,75,1000,https://bina.az/items/5758890
"Elan №5758881 - Bakı, Nəsimi r., 2 otaqlı, 55 m², 14/16 mərtəbə",2,55,900,https://bina.az/items/5758881
"Elan №5719763 - Bakı, Nizami m., 3 otaqlı, 135 m², 9/16 mərtəbə",3,135,1500,https://bina.az/items/5719763
"Elan №5758883 - Bakı, Nəsimi r., 3 otaqlı, 150 m², 2/19 mərtəbə",3,150,850,https://bina.az/items/5758883
"Elan №5758877 - Bakı, 20 Yanvar m., 3 otaqlı, 95 m², 4/18 mərtəbə",3,95,900,https://bina.az/items/5758877
"Elan №5758874 - Bakı, Memar Əcəmi m., 2 otaqlı, 65 m², 7/9 mərtəbə",2,65,600,https://bina.az/items/5758874
"Elan №5746556 - Xırdalan, Xırdalan, 2 otaqlı, 61 m², 8/12 mərtəbə",2,61,500,https://bina.az/items/5746556
"Elan №5758873 - Bakı, Elmlər Akademiyası m., 4 otaqlı, 100 m², 5/9 mərtəbə",4,100,850,https://bina.az/items/5758873
"Elan №5722783 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 105 m², 4/9 mərtəbə",3,105,800,https://bina.az/items/5722783
"Elan №5749803 - Bakı, Yasamal r., 2 otaqlı, 65 m², 11/12 mərtəbə",2,65,700,https://bina.az/items/5749803
"Elan №5700195 - Bakı, Bayıl q., 2 otaqlı, 65 m², 5/16 mərtəbə",2,65,700,https://bina.az/items/5700195
"Elan №5732876 - Bakı, Qara Qarayev m., 2 otaqlı, 65 m², 3/5 mərtəbə",2,65,600,https://bina.az/items/5732876
"Elan №5758866 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 90 m², 6/12 mərtəbə",2,90,850,https://bina.az/items/5758866
"Elan №5758862 - Bakı, Qara Qarayev m., 2 otaqlı, 74 m², 14/18 mərtəbə",2,74,800,https://bina.az/items/5758862
"Elan №5758856 - Bakı, Nəsimi r., 2 otaqlı, 75 m², 6/10 mərtəbə",2,75,999,https://bina.az/items/5758856
"Elan №5758854 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 70 m², 9/18 mərtəbə",2,70,900,https://bina.az/items/5758854
"Elan №5704643 - Bakı, Nərimanov r., 3 otaqlı, 130 m², 10/17 mərtəbə",3,130,1900,https://bina.az/items/5704643
"Elan №5758834 - Bakı, Dərnəgül m., 2 otaqlı, 70 m², 8/16 mərtəbə",2,70,750,https://bina.az/items/5758834
"Elan №5758840 - Bakı, Nizami m., 3 otaqlı, 135 m², 10/16 mərtəbə",3,135,1500,https://bina.az/items/5758840
"Elan №5758832 - Xırdalan, Xırdalan, 3 otaqlı, 75 m², 9/16 mərtəbə",3,75,450,https://bina.az/items/5758832
"Elan №5758830 - Bakı, Nizami m., 3 otaqlı, 123 m², 12/17 mərtəbə",3,123,2500,https://bina.az/items/5758830
"Elan №5758831 - Bakı, Nərimanov r., 3 otaqlı, 160 m², 2/18 mərtəbə",3,160,850,https://bina.az/items/5758831
"Elan №4666020 - Bakı, Ağ şəhər q., 2 otaqlı, 100 m², 3/7 mərtəbə",2,100,1700,https://bina.az/items/4666020
"Elan №5272382 - Bakı, Masazır q., 2 otaqlı, 52 m², 5/6 mərtəbə",2,52,350,https://bina.az/items/5272382
"Elan №5678365 - Bakı, Nardaran q., 1 otaqlı, 46 m², 4/6 mərtəbə",1,46,800,https://bina.az/items/5678365
"Elan №5758822 - Bakı, Qara Qarayev m., 2 otaqlı, 102 m², 16/16 mərtəbə",2,102,800,https://bina.az/items/5758822
"Elan №5758821 - Bakı, Sabunçu r., 3 otaqlı, 70 m², 5/9 mərtəbə",3,70,400,https://bina.az/items/5758821
"Elan №5758817 - Bakı, 28 May m., 3 otaqlı, 120 m², 18/22 mərtəbə",3,120,2000,https://bina.az/items/5758817
"Elan №5758815 - Bakı, 8 Noyabr m., 2 otaqlı, 56 m², 8/14 mərtəbə",2,56,1000,https://bina.az/items/5758815
"Elan №5758808 - Bakı, 8 Noyabr m., 3 otaqlı, 70 m², 14/18 mərtəbə",3,70,700,https://bina.az/items/5758808
"Elan №5758802 - Bakı, İnşaatçılar m., 2 otaqlı, 55 m², 8/11 mərtəbə",2,55,500,https://bina.az/items/5758802
"Elan №5591612 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 100 m², 10/18 mərtəbə",2,100,1400,https://bina.az/items/5591612
"Elan №5690206 - Bakı, 28 May m., 3 otaqlı, 115 m², 12/20 mərtəbə",3,115,1600,https://bina.az/items/5690206
"Elan №5711133 - Bakı, Sahil m., 6 otaqlı, 240 m², 15/19 mərtəbə",6,240,3500,https://bina.az/items/5711133
"Elan №5758795 - Bakı, 20 Yanvar m., 3 otaqlı, 90 m², 4/18 mərtəbə",3,90,900,https://bina.az/items/5758795
"Elan №5525203 - Bakı, Nərimanov r., 3 otaqlı, 120 m², 9/16 mərtəbə",3,120,1699,https://bina.az/items/5525203
"Elan №5758791 - Bakı, Nəsimi r., 2 otaqlı, 95 m², 14/18 mərtəbə",2,95,1099,https://bina.az/items/5758791
"Elan №5758790 - Bakı, Memar Əcəmi m., 3 otaqlı, 55 m², 4/5 mərtəbə",3,55,550,https://bina.az/items/5758790
"Elan №5673265 - Bakı, Ağ şəhər q., 2 otaqlı, 91 m², 6/9 mərtəbə",2,91,1500,https://bina.az/items/5673265
"Elan №5753319 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 130 m², 10/18 mərtəbə",3,130,1800,https://bina.az/items/5753319
"Elan №5718023 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 72 m², 5/9 mərtəbə",3,72,1000,https://bina.az/items/5718023
"Elan №5758775 - Bakı, Qara Qarayev m., 1 otaqlı, 35 m², 1/5 mərtəbə",1,35,400,https://bina.az/items/5758775
"Elan №5758768 - Bakı, Nizami m., 4 otaqlı, 150 m², 12/17 mərtəbə",4,150,1300,https://bina.az/items/5758768
"Elan №5758767 - Bakı, Əhmədli m., 2 otaqlı, 60 m², 7/9 mərtəbə",2,60,400,https://bina.az/items/5758767
"Elan №5744958 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 70 m², 10/16 mərtəbə",2,70,1350,https://bina.az/items/5744958
"Elan №5758766 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 120 m², 14/17 mərtəbə",3,120,1000,https://bina.az/items/5758766
"Elan №5758760 - Bakı, 20 Yanvar m., 3 otaqlı, 80 m², 5/16 mərtəbə",3,80,799,https://bina.az/items/5758760
"Elan №5748052 - Bakı, Gənclik m., 2 otaqlı, 90 m², 8/18 mərtəbə",2,90,900,https://bina.az/items/5748052
"Elan №5629949 - Sumqayıt, Sumqayıt, 2 otaqlı, 60 m², 9/15 mərtəbə",2,60,550,https://bina.az/items/5629949
"Elan №5755978 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 18/19 mərtəbə",2,60,600,https://bina.az/items/5755978
"Elan №5758750 - Bakı, 20 Yanvar m., 2 otaqlı, 74 m², 5/16 mərtəbə",2,74,750,https://bina.az/items/5758750
"Elan №5700931 - Sumqayıt, Sumqayıt, 2 otaqlı, 60 m², 4/9 mərtəbə",2,60,500,https://bina.az/items/5700931
"Elan №5758745 - Bakı, 8 Noyabr m., 2 otaqlı, 80 m², 6/10 mərtəbə",2,80,1000,https://bina.az/items/5758745
